cluster_ID,gene_id,PAS_cluster_ID,PAS_ID,delta_usage,usage_direction,padj,lc_gene_padj,chr,PAS,strand,updated_polyA_site
ENSG00000086200.17@chr5:62627818:62627835:+,ENSG00000086200.17,chr5:62627818:62627835:+,chr5:62627835:+,-0.100814035736616,down,0.000599844728093308,0.0085165707348747,chr5,62627835,+,62627835
ENSG00000086200.17@chr5:62628569:62628588:+,ENSG00000086200.17,chr5:62628569:62628588:+,chr5:62628581:+,0.100814035736616,up,0.000599844728093308,0.0085165707348747,chr5,62628581,+,62628582
ENSG00000086475.15@chr10:13317421:13317446:-,ENSG00000086475.15,chr10:13317421:13317446:-,chr10:13317430:-,0.072827953041703,up,8.62780661252744e-07,0.033795515104756,chr10,13317430,-,13317428
ENSG00000086475.15@chr10:13318060:13318084:-,ENSG00000086475.15,chr10:13318060:13318084:-,chr10:13318082:-,0.053860947177534,up,0.22810617087503,0.033795515104756,chr10,13318082,-,13318080
ENSG00000086475.15@chr10:13318959:13318984:-,ENSG00000086475.15,chr10:13318959:13318984:-,chr10:13318974:-,-0.126688900219236,down,3.91929432495335e-16,0.033795515104756,chr10,13318974,-,13318975
ENSG00000086619.15@chr1:236215551:236215557:-,ENSG00000086619.15,chr1:236215551:236215557:-,chr1:236215556:-,-0.0607142857142861,down,0.786448990486992,0.570148372467132,chr1,236215556,-,236215555
ENSG00000086619.15@chr1:236216060:236216062:-,ENSG00000086619.15,chr1:236216060:236216062:-,chr1:236216061:-,0.060714285714286,up,0.786448990486992,0.570148372467132,chr1,236216061,-,236216060
ENSG00000086717.19@chrX:18827911:18827922:+,ENSG00000086717.19,chrX:18827911:18827922:+,chrX:18827914:+,-0.24957037316384,down,2.26146461128764e-06,0.00376793509908092,chrX,18827914,+,18827917
ENSG00000086717.19@chrX:18828959:18828962:+,ENSG00000086717.19,chrX:18828959:18828962:+,chrX:18828960:+,0.24957037316384,up,2.26146461128764e-06,0.00376793509908092,chrX,18828960,+,18828960
ENSG00000086758.17@chrX:53532093:53532110:-,ENSG00000086758.17,chrX:53532093:53532110:-,chrX:53532103:-,0.116882182811067,up,9.79463737191876e-31,0.00369588396332557,chrX,53532103,-,53532102
ENSG00000086758.17@chrX:53532782:53532799:-,ENSG00000086758.17,chrX:53532782:53532799:-,chrX:53532795:-,-0.0132578526499041,down,0.760736787254541,0.00369588396332557,chrX,53532795,-,53532794
ENSG00000086758.17@chrX:53533187:53533198:-,ENSG00000086758.17,chrX:53533187:53533198:-,chrX:53533195:-,-0.103624330161163,down,1.20825146437159e-22,0.00369588396332557,chrX,53533195,-,53533194
ENSG00000086848.15@chr11:111782174:111782215:-,ENSG00000086848.15,chr11:111782174:111782215:-,chr11:111782195:-,0.198710870601043,up,3.72317051867825e-27,0.000449079149714131,chr11,111782195,-,111782195
ENSG00000086848.15@chr11:111786276:111786288:-,ENSG00000086848.15,chr11:111786276:111786288:-,chr11:111786286:-,-0.198710870601043,down,1.52960553979001e-31,0.000449079149714131,chr11,111786286,-,111786284
ENSG00000087008.16@chr4:8366604:8366624:-,ENSG00000087008.16,chr4:8366604:8366624:-,chr4:8366605:-,-0.066059704175155,down,0.311984184650239,0.561647255371328,chr4,8366605,-,8366606
ENSG00000087008.16@chr4:8366711:8366723:-,ENSG00000087008.16,chr4:8366711:8366723:-,chr4:8366712:-,0.019935255504016,up,0.824451348721959,0.561647255371328,chr4,8366712,-,8366712
ENSG00000087008.16@chr4:8393533:8393538:-,ENSG00000087008.16,chr4:8393533:8393538:-,chr4:8393535:-,0.046124448671138,up,0.231591147403707,0.561647255371328,chr4,8393535,-,8393533
ENSG00000087053.20@chr11:95832865:95832886:-,ENSG00000087053.20,chr11:95832865:95832886:-,chr11:95832881:-,0.00548427803934798,up,0.40569685651492,0.744603978029285,chr11,95832881,-,95832880
ENSG00000087053.20@chr11:95834078:95834105:-,ENSG00000087053.20,chr11:95834078:95834105:-,chr11:95834094:-,-0.00548427803934792,down,0.690700782948737,0.744603978029285,chr11,95834094,-,95834088
ENSG00000087074.9@chr19:48876050:48876064:+,ENSG00000087074.9,chr19:48876050:48876064:+,chr19:48876057:+,-0.055818161010872,down,6.42013788905559e-08,0.00434512885553784,chr19,48876057,+,48876058
ENSG00000087074.9@chr19:48879058:48879072:+,ENSG00000087074.9,chr19:48879058:48879072:+,chr19:48879061:+,0.0558181610108717,up,6.42013788905559e-08,0.00434512885553784,chr19,48879061,+,48879063
ENSG00000087085.16@chr7:100889988:100889995:-,ENSG00000087085.16,chr7:100889988:100889995:-,chr7:100889994:-,0.161491318344819,up,0.0105816079366012,0.0546362855901869,chr7,100889994,-,100889994
ENSG00000087085.16@chr7:100890710:100890726:-,ENSG00000087085.16,chr7:100890710:100890726:-,chr7:100890717:-,-0.161491318344819,down,0.0105816079366012,0.0546362855901869,chr7,100890717,-,100890716
ENSG00000087095.13@chr17:28048908:28048924:+,ENSG00000087095.13,chr17:28048908:28048924:+,chr17:28048924:+,0.120999339643408,up,0.0039787492781405,0.0323932534761342,chr17,28048924,+,28048924
ENSG00000087095.13@chr17:28196375:28196398:+,ENSG00000087095.13,chr17:28196375:28196398:+,chr17:28196382:+,-0.120999339643408,down,0.0039787492781405,0.0323932534761342,chr17,28196382,+,28196381
ENSG00000087157.19@chr17:78424553:78424580:+,ENSG00000087157.19,chr17:78424553:78424580:+,chr17:78424556:+,0.063222697616231,up,0.108605893431037,0.192643051402034,chr17,78424556,+,78424559
ENSG00000087157.19@chr17:78424650:78424658:+,ENSG00000087157.19,chr17:78424650:78424658:+,chr17:78424658:+,-0.063222697616231,down,0.108605893431037,0.192643051402034,chr17,78424658,+,78424659
ENSG00000087258.16@chr16:56348129:56348138:+,ENSG00000087258.16,chr16:56348129:56348138:+,chr16:56348133:+,-0.0384415890443427,down,2.42598695646627e-07,0.0195847302437826,chr16,56348133,+,56348135
ENSG00000087258.16@chr16:56348191:56348204:+,ENSG00000087258.16,chr16:56348191:56348204:+,chr16:56348198:+,-0.0185855879034746,down,0.0793242898414075,0.0195847302437826,chr16,56348198,+,56348199
ENSG00000087258.16@chr16:56357118:56357131:+,ENSG00000087258.16,chr16:56357118:56357131:+,chr16:56357125:+,0.042909228589523,up,0.000201818069487088,0.0195847302437826,chr16,56357125,+,56357127
ENSG00000087258.16@chr16:56357435:56357458:+,ENSG00000087258.16,chr16:56357435:56357458:+,chr16:56357443:+,0.0141179483582941,up,0.180315889881601,0.0195847302437826,chr16,56357443,+,56357444
ENSG00000087263.17@chr16:56476792:56476804:+,ENSG00000087263.17,chr16:56476792:56476804:+,chr16:56476797:+,0.017562362718349,up,0.380246298663891,0.0530695011214827,chr16,56476797,+,56476798
ENSG00000087263.17@chr16:56477491:56477497:+,ENSG00000087263.17,chr16:56477491:56477497:+,chr16:56477494:+,-0.091202897066747,down,0.000438495731467084,0.0530695011214827,chr16,56477494,+,56477495
ENSG00000087263.17@chr16:56479099:56479133:+,ENSG00000087263.17,chr16:56479099:56479133:+,chr16:56479122:+,0.073640534348398,up,0.000477680909247272,0.0530695011214827,chr16,56479122,+,56479123
ENSG00000087266.17@chr4:2834284:2834294:+,ENSG00000087266.17,chr4:2834284:2834294:+,chr4:2834288:+,-0.368902285652036,down,2.34005751823846e-13,0.000100168572258155,chr4,2834288,+,2834288
ENSG00000087266.17@chr4:2837039:2837045:+,ENSG00000087266.17,chr4:2837039:2837045:+,chr4:2837045:+,-0.030770579873271,down,0.588353486067391,0.000100168572258155,chr4,2837045,+,2837044
ENSG00000087266.17@chr4:2840632:2840638:+,ENSG00000087266.17,chr4:2840632:2840638:+,chr4:2840638:+,0.063681378113084,up,0.380365616779829,0.000100168572258155,chr4,2840638,+,2840639
ENSG00000087266.17@chr4:2841093:2841097:+,ENSG00000087266.17,chr4:2841093:2841097:+,chr4:2841095:+,0.335991487412225,up,3.73149638301517e-15,0.000100168572258155,chr4,2841095,+,2841096
ENSG00000087269.16@chr4:2937921:2937938:-,ENSG00000087269.16,chr4:2937921:2937938:-,chr4:2937938:-,0.104485026118764,up,0.119531900415332,0.0519166157408449,chr4,2937938,-,2937936
ENSG00000087269.16@chr4:2938104:2938119:-,ENSG00000087269.16,chr4:2938104:2938119:-,chr4:2938113:-,-0.158228902134677,down,0.0114694072580613,0.0519166157408449,chr4,2938113,-,2938113
ENSG00000087269.16@chr4:2938808:2938818:-,ENSG00000087269.16,chr4:2938808:2938818:-,chr4:2938818:-,0.053743876015912,up,0.219326492971351,0.0519166157408449,chr4,2938818,-,2938813
ENSG00000087299.12@chr14:50242431:50242437:-,ENSG00000087299.12,chr14:50242431:50242437:-,chr14:50242435:-,-0.168717707024159,down,0.049489590464573,0.111878092320112,chr14,50242435,-,50242434
ENSG00000087299.12@chr14:50243403:50243427:-,ENSG00000087299.12,chr14:50243403:50243427:-,chr14:50243406:-,0.168717707024159,up,0.049489590464573,0.111878092320112,chr14,50243406,-,50243408
ENSG00000087302.9@chr14:52004676:52004723:+,ENSG00000087302.9,chr14:52004676:52004723:+,chr14:52004692:+,-0.066462947876038,down,1.58756656435738e-29,0.00179122315025308,chr14,52004692,+,52004696
ENSG00000087302.9@chr14:52009527:52009538:+,ENSG00000087302.9,chr14:52009527:52009538:+,chr14:52009536:+,0.0664629478760389,up,4.46421729103755e-20,0.00179122315025308,chr14,52009536,+,52009537
ENSG00000087338.5@chr2:69880251:69880259:+,ENSG00000087338.5,chr2:69880251:69880259:+,chr2:69880258:+,-0.108539148292056,down,0.0119040558412045,0.043262789689069,chr2,69880258,+,69880259
ENSG00000087338.5@chr2:69881363:69881393:+,ENSG00000087338.5,chr2:69881363:69881393:+,chr2:69881366:+,0.108539148292055,up,0.0119040558412045,0.043262789689069,chr2,69881366,+,69881369
ENSG00000087448.11@chr12:27798164:27798186:+,ENSG00000087448.11,chr12:27798164:27798186:+,chr12:27798168:+,-0.223826387260831,down,2.15895187613093e-25,0.000730199989649899,chr12,27798168,+,27798166
ENSG00000087448.11@chr12:27802400:27802406:+,ENSG00000087448.11,chr12:27802400:27802406:+,chr12:27802406:+,-0.0848390255617557,down,2.52371599083088e-05,0.000730199989649899,chr12,27802406,+,27802407
ENSG00000087448.11@chr12:27803022:27803053:+,ENSG00000087448.11,chr12:27803022:27803053:+,chr12:27803039:+,0.308665412822587,up,6.96594262530773e-30,0.000730199989649899,chr12,27803039,+,27803040
ENSG00000087460.29@chr20:58900397:58900417:+,ENSG00000087460.29,chr20:58900397:58900417:+,chr20:58900408:+,-0.160642126806447,down,5.60869345604536e-26,0.0532121744633615,chr20,58900408,+,58900410
ENSG00000087460.29@chr20:58911167:58911199:+,ENSG00000087460.29,chr20:58911167:58911199:+,chr20:58911190:+,0.160642126806447,up,1.92773139640034e-28,0.0532121744633615,chr20,58911190,+,58911192
ENSG00000087470.21@chr12:32743607:32743652:+,ENSG00000087470.21,chr12:32743607:32743652:+,chr12:32743615:+,-0.270929465800304,down,3.37859175284339e-23,0.000232985947836381,chr12,32743615,+,32743615
ENSG00000087470.21@chr12:32745543:32745553:+,ENSG00000087470.21,chr12:32745543:32745553:+,chr12:32745546:+,0.270929465800305,up,1.83488893885969e-25,0.000232985947836381,chr12,32745546,+,32745547
ENSG00000087495.17@chr20:59836545:59836560:+,ENSG00000087495.17,chr20:59836545:59836560:+,chr20:59836546:+,-0.078178895260796,down,0.493118580188055,0.689836788416814,chr20,59836546,+,59836546
ENSG00000087495.17@chr20:59847647:59847667:+,ENSG00000087495.17,chr20:59847647:59847667:+,chr20:59847667:+,0.017438626250303,up,0.728113877110984,0.689836788416814,chr20,59847667,+,59847667
ENSG00000087495.17@chr20:59847703:59847709:+,ENSG00000087495.17,chr20:59847703:59847709:+,chr20:59847709:+,0.060740269010493,up,0.828004752919469,0.689836788416814,chr20,59847709,+,59847707
ENSG00000087502.19@chr12:29337353:29337357:-,ENSG00000087502.19,chr12:29337353:29337357:-,chr12:29337354:-,0.116233274775772,up,0.000784326381951022,0.0204000462413739,chr12,29337354,-,29337355
ENSG00000087502.19@chr12:29339196:29339204:-,ENSG00000087502.19,chr12:29339196:29339204:-,chr12:29339197:-,0.0451391665497816,up,0.329041849375719,0.0204000462413739,chr12,29339197,-,29339197
ENSG00000087502.19@chr12:29340113:29340131:-,ENSG00000087502.19,chr12:29340113:29340131:-,chr12:29340124:-,0.016305211892574,up,0.443619337560235,0.0204000462413739,chr12,29340124,-,29340123
ENSG00000087502.19@chr12:29340627:29340664:-,ENSG00000087502.19,chr12:29340627:29340664:-,chr12:29340646:-,-0.017994815659152,down,0.517509874368454,0.0204000462413739,chr12,29340646,-,29340646
ENSG00000087502.19@chr12:29340705:29340716:-,ENSG00000087502.19,chr12:29340705:29340716:-,chr12:29340712:-,-0.154451275307036,down,2.67997406455436e-06,0.0204000462413739,chr12,29340712,-,29340709
ENSG00000087502.19@chr12:29340808:29340809:-,ENSG00000087502.19,chr12:29340808:29340809:-,chr12:29340809:-,-0.00523156225193899,down,0.925235646716027,0.0204000462413739,chr12,29340809,-,29340809
ENSG00000087586.18@chr20:56369381:56369394:-,ENSG00000087586.18,chr20:56369381:56369394:-,chr20:56369389:-,0.113741587296524,up,4.36007969773139e-05,0.00535209164763387,chr20,56369389,-,56369390
ENSG00000087586.18@chr20:56369658:56369669:-,ENSG00000087586.18,chr20:56369658:56369669:-,chr20:56369660:-,-0.113741587296524,down,4.36007969773139e-05,0.00535209164763387,chr20,56369660,-,56369665
ENSG00000087884.16@chr11:77872348:77872360:+,ENSG00000087884.16,chr11:77872348:77872360:+,chr11:77872351:+,-0.051850773990145,down,0.0253245816984716,0.154361270714331,chr11,77872351,+,77872352
ENSG00000087884.16@chr11:77889568:77889579:+,ENSG00000087884.16,chr11:77889568:77889579:+,chr11:77889574:+,0.0518507739901452,up,0.0253245816984716,0.154361270714331,chr11,77889574,+,77889574
ENSG00000087995.16@chr17:62448919:62448951:+,ENSG00000087995.16,chr17:62448919:62448951:+,chr17:62448935:+,-0.086886957156322,down,6.20219552799624e-06,0.0593817029218183,chr17,62448935,+,62448938
ENSG00000087995.16@chr17:62452079:62452111:+,ENSG00000087995.16,chr17:62452079:62452111:+,chr17:62452106:+,0.128858063055079,up,5.86408188430057e-05,0.0593817029218183,chr17,62452106,+,62452107
ENSG00000087995.16@chr17:62453381:62453388:+,ENSG00000087995.16,chr17:62453381:62453388:+,chr17:62453385:+,-0.0419711058987569,down,0.512131414684336,0.0593817029218183,chr17,62453385,+,62453385
ENSG00000088038.20@chr19:54154481:54154514:+,ENSG00000088038.20,chr19:54154481:54154514:+,chr19:54154510:+,-0.0399829562662101,down,0.189838945167698,0.315971265738372,chr19,54154510,+,54154505
ENSG00000088038.20@chr19:54155676:54155707:+,ENSG00000088038.20,chr19:54155676:54155707:+,chr19:54155680:+,0.03998295626621,up,0.189838945167698,0.315971265738372,chr19,54155680,+,54155680
ENSG00000088179.9@chr2:119977453:119977464:+,ENSG00000088179.9,chr2:119977453:119977464:+,chr2:119977462:+,-0.181011745669674,down,2.40954975904107e-10,7.19160423808022e-05,chr2,119977462,+,119977455
ENSG00000088179.9@chr2:119980604:119980608:+,ENSG00000088179.9,chr2:119980604:119980608:+,chr2:119980607:+,-0.08698237422662,down,0.00311289896045224,7.19160423808022e-05,chr2,119980607,+,119980608
ENSG00000088179.9@chr2:119982681:119982686:+,ENSG00000088179.9,chr2:119982681:119982686:+,chr2:119982684:+,-0.006136537066844,down,0.845054085145889,7.19160423808022e-05,chr2,119982684,+,119982685
ENSG00000088179.9@chr2:119983801:119983832:+,ENSG00000088179.9,chr2:119983801:119983832:+,chr2:119983810:+,0.210036031647285,up,1.56621112959774e-06,7.19160423808022e-05,chr2,119983810,+,119983810
ENSG00000088179.9@chr2:119984422:119984433:+,ENSG00000088179.9,chr2:119984422:119984433:+,chr2:119984428:+,0.0207310205711741,up,0.513741211539507,7.19160423808022e-05,chr2,119984428,+,119984432
ENSG00000088179.9@chr2:119984895:119984919:+,ENSG00000088179.9,chr2:119984895:119984919:+,chr2:119984919:+,0.043363604744678,up,0.30882014965815,7.19160423808022e-05,chr2,119984919,+,119984919
ENSG00000088205.13@chr2:117831046:117831051:+,ENSG00000088205.13,chr2:117831046:117831051:+,chr2:117831050:+,-0.070479170917346,down,0.00724239405763441,0.00365984307563574,chr2,117831050,+,117831050
ENSG00000088205.13@chr2:117831388:117831394:+,ENSG00000088205.13,chr2:117831388:117831394:+,chr2:117831393:+,-0.041709968894929,down,0.0407239964856786,0.00365984307563574,chr2,117831393,+,117831391
ENSG00000088205.13@chr2:117831516:117831525:+,ENSG00000088205.13,chr2:117831516:117831525:+,chr2:117831521:+,-0.0289184072017805,down,0.0672685464838695,0.00365984307563574,chr2,117831521,+,117831523
ENSG00000088205.13@chr2:117832367:117832378:+,ENSG00000088205.13,chr2:117832367:117832378:+,chr2:117832377:+,0.141107547014056,up,2.84932577893583e-08,0.00365984307563574,chr2,117832377,+,117832372
ENSG00000088356.6@chr20:31944333:31944349:-,ENSG00000088356.6,chr20:31944333:31944349:-,chr20:31944342:-,0.008765356077991,up,0.717349804635478,0.688865148260917,chr20,31944342,-,31944346
ENSG00000088356.6@chr20:31944954:31944981:-,ENSG00000088356.6,chr20:31944954:31944981:-,chr20:31944955:-,-0.008765356077991,down,0.717349804635478,0.688865148260917,chr20,31944955,-,31944964
ENSG00000088367.23@chr20:36230313:36230370:+,ENSG00000088367.23,chr20:36230313:36230370:+,chr20:36230334:+,-0.101112715615164,down,1.35649960393086e-11,0.00889131462609363,chr20,36230334,+,36230336
ENSG00000088367.23@chr20:36232779:36232809:+,ENSG00000088367.23,chr20:36232779:36232809:+,chr20:36232798:+,0.101112715615164,up,1.35649960393086e-11,0.00889131462609363,chr20,36232798,+,36232799
ENSG00000088448.14@chr13:110878537:110878557:-,ENSG00000088448.14,chr13:110878537:110878557:-,chr13:110878540:-,0.158833796008634,up,1.92474374075149e-13,0.000909361724668952,chr13,110878540,-,110878540
ENSG00000088448.14@chr13:110892692:110892713:-,ENSG00000088448.14,chr13:110892692:110892713:-,chr13:110892698:-,-0.158833796008634,down,1.01416238425832e-15,0.000909361724668952,chr13,110892698,-,110892698
ENSG00000088538.13@chr3:51383889:51383901:+,ENSG00000088538.13,chr3:51383889:51383901:+,chr3:51383898:+,-0.079044493305189,down,0.000902854315799494,0.108259863150147,chr3,51383898,+,51383898
ENSG00000088538.13@chr3:51384187:51384205:+,ENSG00000088538.13,chr3:51384187:51384205:+,chr3:51384196:+,0.079044493305189,up,0.000364496745184633,0.108259863150147,chr3,51384196,+,51384192
ENSG00000088808.18@chr14:103733748:103733754:-,ENSG00000088808.18,chr14:103733748:103733754:-,chr14:103733751:-,-0.034022134879082,down,0.216964734670706,0.168091372659107,chr14,103733751,-,103733752
ENSG00000088808.18@chr14:103733959:103733972:-,ENSG00000088808.18,chr14:103733959:103733972:-,chr14:103733964:-,0.060191570812604,up,0.000896247481945401,0.168091372659107,chr14,103733964,-,103733964
ENSG00000088808.18@chr14:103738147:103738166:-,ENSG00000088808.18,chr14:103738147:103738166:-,chr14:103738148:-,-0.026169435933522,down,0.149430648785015,0.168091372659107,chr14,103738148,-,103738149
ENSG00000088888.18@chr20:3867319:3867332:+,ENSG00000088888.18,chr20:3867319:3867332:+,chr20:3867325:+,-0.0911567639621273,down,1.51974400742363e-09,4.1518478249566e-06,chr20,3867325,+,3867326
ENSG00000088888.18@chr20:3874392:3874434:+,ENSG00000088888.18,chr20:3874392:3874434:+,chr20:3874400:+,-0.053671623094018,down,0.12106369167193,4.1518478249566e-06,chr20,3874400,+,3874401
ENSG00000088888.18@chr20:3875434:3875456:+,ENSG00000088888.18,chr20:3875434:3875456:+,chr20:3875451:+,0.144828387056145,up,0.000127952738763765,4.1518478249566e-06,chr20,3875451,+,3875452
ENSG00000088930.8@chr20:21346414:21346415:+,ENSG00000088930.8,chr20:21346414:21346415:+,chr20:21346415:+,-0.120889472813262,down,0.411793651932773,0.0418886643231616,chr20,21346415,+,21346415
ENSG00000088930.8@chr20:21389815:21389827:+,ENSG00000088930.8,chr20:21389815:21389827:+,chr20:21389825:+,0.120889472813261,up,0.275285570390047,0.0418886643231616,chr20,21389825,+,21389825
ENSG00000089006.17@chr20:17941595:17941618:-,ENSG00000089006.17,chr20:17941595:17941618:-,chr20:17941601:-,-0.0625430404545969,down,2.10100725439889e-05,0.10647690826585,chr20,17941601,-,17941600
ENSG00000089006.17@chr20:17942202:17942224:-,ENSG00000089006.17,chr20:17942202:17942224:-,chr20:17942207:-,0.0625430404545966,up,2.10100725439889e-05,0.10647690826585,chr20,17942207,-,17942213
ENSG00000089022.14@chr12:111893341:111893371:+,ENSG00000089022.14,chr12:111893341:111893371:+,chr12:111893349:+,-0.0244747278916993,down,0.0170664217771708,0.00064556983575085,chr12,111893349,+,111893350
ENSG00000089022.14@chr12:111893407:111893434:+,ENSG00000089022.14,chr12:111893407:111893434:+,chr12:111893412:+,-0.132084556216865,down,2.66239842607181e-07,0.00064556983575085,chr12,111893412,+,111893417
ENSG00000089022.14@chr12:111897766:111897814:+,ENSG00000089022.14,chr12:111897766:111897814:+,chr12:111897786:+,-0.0493596783217533,down,5.53463688752855e-06,0.00064556983575085,chr12,111897786,+,111897786
ENSG00000089022.14@chr12:111897897:111897925:+,ENSG00000089022.14,chr12:111897897:111897925:+,chr12:111897906:+,-0.0610492061335898,down,2.40750468778723e-10,0.00064556983575085,chr12,111897906,+,111897906
ENSG00000089022.14@chr12:111902212:111902242:+,ENSG00000089022.14,chr12:111902212:111902242:+,chr12:111902220:+,0.266968168563908,up,1.6605339805856e-62,0.00064556983575085,chr12,111902220,+,111902220
ENSG00000089048.15@chr20:13714321:13714329:-,ENSG00000089048.15,chr20:13714321:13714329:-,chr20:13714325:-,-0.00619400676024395,down,0.0770340630417732,0.63472036228622,chr20,13714325,-,13714325
ENSG00000089048.15@chr20:13776075:13776106:-,ENSG00000089048.15,chr20:13776075:13776106:-,chr20:13776085:-,0.00619400676024398,up,0.0770340630417732,0.63472036228622,chr20,13776085,-,13776086
ENSG00000089053.13@chr12:121308240:121308249:-,ENSG00000089053.13,chr12:121308240:121308249:-,chr12:121308246:-,0.0656819595842054,up,2.21936094628401e-11,0.00252738759357201,chr12,121308246,-,121308245
ENSG00000089053.13@chr12:121308332:121308363:-,ENSG00000089053.13,chr12:121308332:121308363:-,chr12:121308357:-,-0.065681959584205,down,2.21936094628401e-11,0.00252738759357201,chr12,121308357,-,121308357
ENSG00000089091.17@chr20:18383367:18383375:-,ENSG00000089091.17,chr20:18383367:18383375:-,chr20:18383368:-,0.232167528207202,up,2.39739934809108e-07,0.00478209126287809,chr20,18383368,-,18383367
ENSG00000089091.17@chr20:18398344:18398348:-,ENSG00000089091.17,chr20:18398344:18398348:-,chr20:18398346:-,-0.232167528207202,down,2.39739934809108e-07,0.00478209126287809,chr20,18398346,-,18398344
ENSG00000089094.20@chr12:121427910:121427932:-,ENSG00000089094.20,chr12:121427910:121427932:-,chr12:121427915:-,0.0734684383172741,up,0.0310374847762144,0.014040414952532,chr12,121427915,-,121427913
ENSG00000089094.20@chr12:121429067:121429098:-,ENSG00000089094.20,chr12:121429067:121429098:-,chr12:121429098:-,0.118218118114676,up,0.0136426629236358,0.014040414952532,chr12,121429098,-,121429096
ENSG00000089094.20@chr12:121429364:121429375:-,ENSG00000089094.20,chr12:121429364:121429375:-,chr12:121429373:-,-0.08391697033703,down,0.0941601870130119,0.014040414952532,chr12,121429373,-,121429373
ENSG00000089094.20@chr12:121429882:121429885:-,ENSG00000089094.20,chr12:121429882:121429885:-,chr12:121429883:-,-0.10776958609492,down,0.00431631528441241,0.014040414952532,chr12,121429883,-,121429883
ENSG00000089123.16@chr20:13389388:13389402:-,ENSG00000089123.16,chr20:13389388:13389402:-,chr20:13389393:-,0.137697984549653,up,0.0766217950018053,0.00390643350406023,chr20,13389393,-,13389389
ENSG00000089123.16@chr20:13389440:13389445:-,ENSG00000089123.16,chr20:13389440:13389445:-,chr20:13389444:-,0.089130810064304,up,0.08950159440252,0.00390643350406023,chr20,13389444,-,13389445
ENSG00000089123.16@chr20:13389842:13389853:-,ENSG00000089123.16,chr20:13389842:13389853:-,chr20:13389848:-,-0.226828794613958,down,0.000112262097422147,0.00390643350406023,chr20,13389848,-,13389848
ENSG00000089154.11@chr12:120127202:120127281:-,ENSG00000089154.11,chr12:120127202:120127281:-,chr12:120127275:-,0.027879739399834,up,0.0422348703632007,0.182642609565042,chr12,120127275,-,120127276
ENSG00000089154.11@chr12:120161485:120161496:-,ENSG00000089154.11,chr12:120161485:120161496:-,chr12:120161488:-,-0.0278797393998342,down,0.0422348703632007,0.182642609565042,chr12,120161488,-,120161486
ENSG00000089199.10@chr20:5924096:5924100:+,ENSG00000089199.10,chr20:5924096:5924100:+,chr20:5924100:+,0.091167336388435,up,0.000339390861896679,0.0327243881182942,chr20,5924100,+,5924100
ENSG00000089199.10@chr20:5925351:5925366:+,ENSG00000089199.10,chr20:5925351:5925366:+,chr20:5925357:+,-0.091167336388435,down,0.000339390861896679,0.0327243881182942,chr20,5925357,+,5925361
ENSG00000089234.16@chr12:111642141:111642153:-,ENSG00000089234.16,chr12:111642141:111642153:-,chr12:111642146:-,0.372170313592124,up,2.39167897551628e-38,0.00281347985717982,chr12,111642146,-,111642146
ENSG00000089234.16@chr12:111644079:111644093:-,ENSG00000089234.16,chr12:111644079:111644093:-,chr12:111644089:-,-0.372170313592124,down,2.39167897551628e-38,0.00281347985717982,chr12,111644089,-,111644088
ENSG00000089280.19@chr16:31191582:31191612:+,ENSG00000089280.19,chr16:31191582:31191612:+,chr16:31191602:+,0.00371657057907504,up,2.3066873045178e-06,0.0111343058816527,chr16,31191602,+,31191605
ENSG00000089280.19@chr16:31191773:31191868:+,ENSG00000089280.19,chr16:31191773:31191868:+,chr16:31191776:+,-0.0037165705790756,down,0.531894795082205,0.0111343058816527,chr16,31191776,+,31191779
ENSG00000089335.22@chr19:34686354:34686396:+,ENSG00000089335.22,chr19:34686354:34686396:+,chr19:34686391:+,0.01324368115917,up,0.389551634263317,0.931996566419131,chr19,34686391,+,34686392
ENSG00000089335.22@chr19:34687059:34687077:+,ENSG00000089335.22,chr19:34687059:34687077:+,chr19:34687063:+,-0.01324368115917,down,0.389551634263317,0.931996566419131,chr19,34687063,+,34687064
ENSG00000089486.17@chr16:4510655:4510740:-,ENSG00000089486.17,chr16:4510655:4510740:-,chr16:4510706:-,0.05371327656771,up,0.0524671141652232,0.466775359457271,chr16,4510706,-,4510706
ENSG00000089486.17@chr16:4511302:4511331:-,ENSG00000089486.17,chr16:4511302:4511331:-,chr16:4511325:-,-0.05371327656771,down,0.0524671141652232,0.466775359457271,chr16,4511325,-,4511326
ENSG00000089693.11@chr12:6747985:6748004:-,ENSG00000089693.11,chr12:6747985:6748004:-,chr12:6747996:-,0.0638373372076619,up,1.0850828030298e-24,0.000534991103238593,chr12,6747996,-,6747996
ENSG00000089693.11@chr12:6754503:6754516:-,ENSG00000089693.11,chr12:6754503:6754516:-,chr12:6754504:-,-0.0638373372076624,down,2.31782430958987e-12,0.000534991103238593,chr12,6754504,-,6754505
ENSG00000089723.10@chr14:94048913:94048932:+,ENSG00000089723.10,chr14:94048913:94048932:+,chr14:94048928:+,-0.025914327974553,down,0.494479679206665,0.459837218317768,chr14,94048928,+,94048930
ENSG00000089723.10@chr14:94049616:94049618:+,ENSG00000089723.10,chr14:94049616:94049618:+,chr14:94049618:+,0.025914327974554,up,0.494479679206665,0.459837218317768,chr14,94049618,+,94049619
ENSG00000089775.12@chr14:64478048:64478055:-,ENSG00000089775.12,chr14:64478048:64478055:-,chr14:64478052:-,0.100152788388082,up,0.0238297097550669,0.0905238433944981,chr14,64478052,-,64478051
