V1,PAS_ID,pred_narrow,pred,usage,sig,change
4408,chr18:63327738:-,0.5271371,0.6281878,Increased,yes,longer
4411,chr18:63389193:-,0.31063896,0.3495188,Increased,yes,longer
4419,chr14:74859434:+,0.17037034,0.18664756,Increased,yes,longer
4430,chr14:74661253:-,0.6507056,0.6606691,Increased,yes,longer
4441,chr14:73123877:+,0.4751407,0.59187436,Increased,yes,longer
4443,chr14:90271608:-,0.4387798,0.485873,Increased,yes,longer
4448,chr2:27652268:-,0.11831069,0.15171686,Increased,yes,longer
4451,chr2:23708603:+,0.4113178,0.4582273,Increased,yes,longer
4452,chr2:25227870:-,0.42095736,0.5865564,Increased,yes,longer
4456,chr2:38293945:-,0.38507652,0.4023263,Increased,yes,longer
4459,chr2:30160532:+,0.725403,0.73478496,Increased,yes,longer
4464,chr2:32316592:+,0.6317612,0.655911,Increased,yes,longer
4476,chr6:71305640:+,0.1936042,0.5022616,Increased,yes,longer
4479,chr10:100965132:+,0.7300949,0.7367331,Increased,yes,longer
4481,chr10:110287363:+,0.41687715,0.4753241,Increased,yes,longer
4492,chr10:119137982:+,0.3338608,0.38193098,Increased,yes,longer
4495,chr17:65009291:-,0.53995395,0.5585005,Increased,yes,longer
4497,chr9:26840686:-,0.14445943,0.25066483,Increased,yes,longer
4501,chr9:27325209:-,0.89404625,0.91675776,Increased,yes,longer
4505,chr4:157366071:+,0.36880115,0.39131266,Increased,yes,longer
4507,chr6:151101885:+,0.20699881,0.22867385,Increased,yes,longer
4509,chr6:149811419:+,0.4391812,0.45863783,Increased,yes,longer
4511,chr5:140674121:+,0.547208,0.55932045,Increased,yes,longer
4524,chr6:159779050:+,0.17512016,0.19970945,Increased,yes,longer
4525,chr6:159778498:-,0.48578864,0.4993984,Increased,yes,longer
4527,chr11:130866249:-,0.15707204,0.17106155,Increased,yes,longer
4534,chr8:109345950:+,0.557133,0.61689186,Increased,yes,longer
4537,chr10:20289853:+,0.22911742,0.3498036,Increased,yes,longer
4538,chr10:32267752:-,0.6752236,0.6843962,Increased,yes,longer
4540,chr12:178454:+,0.1630846,0.17065746,Increased,yes,longer
4551,chr13:43114211:+,0.56833214,0.58775,Increased,yes,longer
4556,chr13:38363618:+,0.286928,0.40547043,Increased,yes,longer
4560,chr13:31135035:-,0.3552986,0.4248074,Increased,yes,longer
4569,chr5:138506095:-,0.5447881,0.56672156,Increased,yes,longer
4574,chr5:139369716:+,0.6987055,0.8229599,Increased,yes,longer
4579,chr5:138469302:+,0.22797574,0.2794122,Increased,yes,longer
4587,chr12:95020283:-,0.28534177,0.4734426,Increased,yes,longer
4592,chr12:98550346:+,0.07067971,0.75847477,Increased,yes,longer
4598,chr12:104118090:-,0.18009125,0.23449159,Increased,yes,longer
4603,chr12:98735432:+,0.8826354,0.8973668,Increased,yes,longer
4604,chr8:29333064:-,0.78220856,0.8136521,Increased,yes,longer
4612,chr1:11288433:+,0.4623978,0.5218785,Increased,yes,longer
4629,chr4:153636708:+,0.8550827,0.85962963,Increased,yes,longer
4631,chr16:50231823:+,0.63273335,0.644685,Increased,yes,longer
4633,chr16:50318131:+,0.7119584,0.7442479,Increased,yes,longer
4636,chr19:31274946:-,0.24905765,0.4246494,Increased,yes,longer
4640,chr13:19674755:-,0.44213685,0.4465054,Increased,yes,longer
4646,chr19:57643867:+,0.68473935,0.6957379,Increased,yes,longer
4651,chr1:180278981:+,0.7054428,0.82384384,Increased,yes,longer
4655,chr1:185102221:+,0.2015832,0.34804457,Increased,yes,longer
4667,chr1:244709030:+,0.78427285,0.79144645,Increased,yes,longer
4676,chr13:20091827:+,0.18426289,0.3786385,Increased,yes,longer
4688,chr3:179238352:+,0.24356781,0.28695923,Increased,yes,longer
4690,chr4:39822863:-,0.14130042,0.26573765,Increased,yes,longer
4694,chr4:39485108:+,0.7342196,0.7586105,Increased,yes,longer
4700,chr1:108929938:-,0.47687337,0.64352494,Increased,yes,longer
4703,chr2:143938071:-,0.76807,0.8118271,Increased,yes,longer
4728,chr16:24572860:+,0.9019379,0.9078344,Increased,yes,longer
4729,chr16:11750597:-,0.61468226,0.630739,Increased,yes,longer
4738,chr10:80437113:+,0.7334562,0.75457776,Increased,yes,longer
4744,chr1:90915640:-,0.34944806,0.42923373,Increased,yes,longer
4752,chr18:79902421:-,0.05931483,0.06786099,Increased,yes,longer
4762,chr7:35907105:+,0.39377677,0.44948125,Increased,yes,longer
4769,chr7:23177912:+,0.40314344,0.4171699,Increased,yes,longer
4776,chr7:26213350:+,0.65661067,0.6780723,Increased,yes,longer
4786,chr7:12690134:+,0.3498581,0.3771416,Increased,yes,longer
4787,chr9:33041753:-,0.02863042,0.03540033,Increased,yes,longer
4792,chr9:32450832:+,0.12733997,0.13053124,Increased,yes,longer
4797,chr9:37867296:+,0.6863358,0.7043233,Increased,yes,longer
4799,chr7:138831378:-,0.6030297,0.618821,Increased,yes,longer
4805,chr7:138589995:+,0.36589587,0.44475523,Increased,yes,longer
4816,chr10:68477999:-,0.20113951,0.27748495,Increased,yes,longer
4825,chr12:115958578:-,0.6059639,0.6829675,Increased,yes,longer
4839,chrX:23701058:-,0.18318444,0.27177614,Increased,yes,longer
4849,chr13:45954466:-,0.55432415,0.6460278,Increased,yes,longer
4854,chr5:65829282:+,0.5406641,0.57100415,Increased,yes,longer
4865,chr12:55820701:+,0.009415884,0.017044969,Increased,yes,longer
4870,chr1:46632740:-,0.10978725,0.21903317,Increased,yes,longer
4875,chr6:110898879:+,0.5281699,0.54168135,Increased,yes,longer
4876,chr6:96889315:-,0.71711063,0.7367271,Increased,yes,longer
4893,chrX:132203032:-,0.75434446,0.80522203,Increased,yes,longer
4902,chr4:2247432:-,0.47876105,0.48168808,Increased,yes,longer
4905,chr2:222944621:+,0.36332864,0.5196778,Increased,yes,longer
4906,chr2:219538954:-,0.05568265,0.08142384,Increased,yes,longer
4911,chr2:219555149:-,0.06327062,0.10002026,Increased,yes,longer
4918,chr20:46060150:+,0.52379465,0.54571414,Increased,yes,longer
4923,chr20:58451098:+,0.5748632,0.5859658,Increased,yes,longer
4926,chr20:59025475:-,0.6192669,0.625111,Increased,yes,longer
4934,chr20:43463602:+,0.7557762,0.7602822,Increased,yes,longer
4936,chr20:44280371:+,0.23885296,0.2546727,Increased,yes,longer
4940,chr20:49096883:+,0.07141198,0.2843216,Increased,yes,longer
4943,chr20:58367505:+,0.73897314,0.7535001,Increased,yes,longer
4948,chr20:58679496:+,0.60998434,0.6389979,Increased,yes,longer
4949,chr20:57648397:-,0.49307412,0.5044885,Increased,yes,longer
4952,chr20:49953883:+,0.77365035,0.8001097,Increased,yes,longer
4955,chrX:53232876:-,0.33652306,0.3431683,Increased,yes,longer
4968,chrX:41236577:+,0.82537,0.83552885,Increased,yes,longer
4969,chr6:42224930:-,0.640233,0.6654985,Increased,yes,longer
4978,chr6:24426187:+,0.436873,0.5105427,Increased,yes,longer
4987,chr6:41066789:-,0.5268448,0.60003835,Increased,yes,longer
4994,chr6:27403907:+,0.4302805,0.45536265,Increased,yes,longer
4995,chr6:42744496:-,0.5996252,0.6591654,Increased,yes,longer
4998,chr6:7281143:-,0.011906937,0.9791911,Increased,yes,longer
5019,chr3:9962681:-,0.08126105,0.119764455,Increased,yes,longer
5021,chr16:58519951:-,0.5378872,0.5413855,Increased,yes,longer
5032,chr13:99563390:+,0.43966642,0.508381,Increased,yes,longer
5045,chr4:3040741:+,0.17602581,0.29058635,Increased,yes,longer
5049,chr9:132694952:+,0.5916548,0.6310293,Increased,yes,longer
5055,chr19:54173414:-,0.20590502,0.21469069,Increased,yes,longer
5067,chr19:6379574:-,0.4942927,0.54774326,Increased,yes,longer
5078,chr19:45815449:-,0.48721203,0.51529884,Increased,yes,longer
5100,chr20:430964:+,0.12545498,0.13270423,Increased,yes,longer
5102,chr20:7977720:-,0.070325196,0.12053842,Increased,yes,longer
5107,chr20:17613678:-,0.061363153,0.06576248,Increased,yes,longer
5110,chr20:18316993:+,0.5593976,0.568797,Increased,yes,longer
5117,chr20:16741774:+,0.528172,0.54923993,Increased,yes,longer
5119,chr20:435481:-,0.3821998,0.39551997,Increased,yes,longer
5123,chr1:23304691:-,0.9373369,0.95171535,Increased,yes,longer
5125,chr1:23359448:-,0.58420575,0.62916726,Increased,yes,longer
5127,chr14:65075126:-,0.718358,0.75732774,Increased,yes,longer
5130,chr20:34088310:-,0.48509422,0.49817252,Increased,yes,longer
5135,chr20:32192507:-,0.19262266,0.26070392,Increased,yes,longer
5141,chrX:112774877:-,0.2705081,0.7615184,Increased,yes,longer
5148,chr1:36072497:+,0.8106206,0.81510615,Increased,yes,longer
5165,chr17:30186467:+,0.46595788,0.48595098,Increased,yes,longer
5166,chr1:28200280:-,0.22470886,0.23601143,Increased,yes,longer
5178,chr14:60644699:-,0.5335949,0.54124075,Increased,yes,longer
5203,chr9:92844180:-,0.30234435,0.3059178,Increased,yes,longer
5215,chr12:68660593:+,0.20424125,0.23717417,Increased,yes,longer
5219,chr12:69823198:+,0.18571381,0.57985985,Increased,yes,longer
5221,chr12:67662663:+,0.3815495,0.3990379,Increased,yes,longer
5222,chr1:25834005:-,0.46696413,0.5376253,Increased,yes,longer
5228,chr1:20742678:-,0.6603664,0.709389,Increased,yes,longer
5241,chr16:1987745:+,0.8345938,0.83988315,Increased,yes,longer
5261,chr7:80223421:+,0.49543962,0.5119583,Increased,yes,longer
5262,chr7:92487023:-,0.505803,0.5666576,Increased,yes,longer
5271,chr19:39306567:-,0.2133651,0.24311826,Increased,yes,longer
5275,chr4:56461359:+,0.35658187,0.42316884,Increased,yes,longer
5280,chr22:26445012:+,0.36505353,0.37557036,Increased,yes,longer
5283,chr22:26521993:-,0.22105062,0.23304118,Increased,yes,longer
5295,chr7:118204036:+,0.7240794,0.7570889,Increased,yes,longer
5299,chr7:102426665:+,0.06806974,0.07346832,Increased,yes,longer
5300,chr7:101310907:-,0.22747411,0.38983804,Increased,yes,longer
5303,chr7:108574848:+,0.47000796,0.50399584,Increased,yes,longer
5307,chr7:128773399:+,0.63228095,0.6741819,Increased,yes,longer
5308,chr7:123536994:-,0.39771342,0.4306628,Increased,yes,longer
5312,chr19:38933167:+,0.16117392,0.16543266,Increased,yes,longer
5314,chr2:191425160:+,0.3530614,0.3978269,Increased,yes,longer
5326,chr15:28111043:-,0.6854223,0.7484608,Increased,yes,longer
5334,chr15:51816364:+,0.47483996,0.53519243,Increased,yes,longer
5344,chr15:40394244:+,0.054184612,0.14298649,Increased,yes,longer
5347,chr15:48342559:+,0.55356145,0.64196837,Increased,yes,longer
5351,chr15:61852402:-,0.45383066,0.50902647,Increased,yes,longer
5355,chr11:14457512:-,0.24628395,0.71672267,Increased,yes,longer
5358,chr4:176332243:+,0.36777094,0.39978504,Increased,yes,longer
5367,chr11:17783052:+,0.5661332,0.57293546,Increased,yes,longer
5369,chr4:182890104:-,0.45769694,0.51372993,Increased,yes,longer
5374,chr17:7582110:+,0.041105814,0.051510878,Increased,yes,longer
5379,chr17:5028400:+,0.4881759,0.49399152,Increased,yes,longer
5388,chr12:43718991:-,0.3451556,0.6180699,Increased,yes,longer
5396,chr19:10692399:+,0.14945082,0.20346436,Increased,yes,longer
5398,chr19:10644556:+,0.3160887,0.3214257,Increased,yes,longer
5399,chr8:17643803:-,0.61618894,0.66085166,Increased,yes,longer
5401,chr14:31446038:-,0.54928565,0.57700163,Increased,yes,longer
5404,chr14:34562485:-,0.16181973,0.4383238,Increased,yes,longer
5408,chr5:112876386:-,0.61575484,0.6391264,Increased,yes,longer
5416,chrX:138614730:-,0.80542094,0.8157454,Increased,yes,longer
5420,chr16:370790:-,0.059483197,0.10942119,Increased,yes,longer
5424,chr19:19358753:+,0.4306996,0.4735979,Increased,yes,longer
5425,chr19:416589:-,0.007840173,0.014973086,Increased,yes,longer
5430,chr19:55171195:-,0.38929912,0.4045139,Increased,yes,longer
5457,chr19:17323295:+,0.88216996,0.9290855,Increased,yes,longer
5459,chr6:158511822:+,0.85029775,0.851331,Increased,yes,longer
5465,chr6:107051340:+,0.16365074,0.17046659,Increased,yes,longer
5474,chr2:239957372:-,0.36767188,0.43717068,Increased,yes,longer
5478,chr19:18434561:+,0.15087236,0.15862519,Increased,yes,longer
5496,chr10:133324072:-,0.19320887,0.19648045,Increased,yes,longer
5502,chr20:61974798:-,0.337351,0.353046,Increased,yes,longer
5508,chr20:62296181:+,0.23155564,0.2923264,Increased,yes,longer
5512,chr9:131523803:-,0.5786922,0.59221363,Increased,yes,longer
5524,chr12:122827384:+,0.4085497,0.4162641,Increased,yes,longer
5528,chrX:153695951:+,0.09209607,0.099856794,Increased,yes,longer
5531,chrX:154777680:+,0.17498961,0.18821533,Increased,yes,longer
5542,chr19:33208865:+,0.5138987,0.56942344,Increased,yes,longer
5544,chr1:10181236:+,0.83385533,0.8480898,Increased,yes,longer
5548,chr9:96491334:+,0.27146113,0.29114056,Increased,yes,longer
5558,chr6:151358533:+,0.46497697,0.5191435,Increased,yes,longer
5559,chr6:152121687:-,0.26407897,0.38855875,Increased,yes,longer
5568,chr4:384867:+,0.802358,0.8103135,Increased,yes,longer
5572,chr16:85676199:+,0.60276365,0.7055612,Increased,yes,longer
5576,chr18:79529322:+,0.56898844,0.5731594,Increased,yes,longer
5578,chr17:31538211:+,0.27062154,0.2879451,Increased,yes,longer
5582,chrX:75051559:-,0.39266127,0.43389827,Increased,yes,longer
5589,chr3:15254849:-,0.5089655,0.5238447,Increased,yes,longer
5599,chr17:42843757:+,0.20006229,0.2200806,Increased,yes,longer
5605,chr5:140539849:+,0.6153025,0.659019,Increased,yes,longer
5610,chr5:139628431:+,0.27852046,0.29852763,Increased,yes,longer
5611,chr1:1292391:-,0.10895691,0.13625951,Increased,yes,longer
5615,chr11:70384384:+,0.074039675,0.13982211,Increased,yes,longer
5617,chr16:2178059:+,0.06995994,0.183102,Increased,yes,longer
5629,chrX:17800050:-,0.6904405,0.7178673,Increased,yes,longer
5636,chr15:101272190:-,0.2732191,0.3157692,Increased,yes,longer
5643,chr19:14514769:-,0.14006504,0.15377061,Increased,yes,longer
5652,chr3:10940713:+,0.32682684,0.36391377,Increased,yes,longer
5653,chr3:13316236:-,0.58237654,0.5886004,Increased,yes,longer
5655,chr11:6474690:-,0.24381343,0.3056677,Increased,yes,longer
5671,chr2:86213789:+,0.4898066,0.49996752,Increased,yes,longer
5679,chr17:3037739:+,0.7120751,0.7429818,Increased,yes,longer
5681,chr17:1899554:+,0.43588057,0.65959454,Increased,yes,longer
5692,chr6:105157954:-,0.3132953,0.5734236,Increased,yes,longer
5695,chr7:55433736:+,0.20822883,0.30854285,Increased,yes,longer
5697,chr4:70819533:-,0.33052158,0.3666858,Increased,yes,longer
5705,chr4:70690543:+,0.27358034,0.44917127,Increased,yes,longer
5708,chr1:71063299:-,0.2840426,0.42438108,Increased,yes,longer
5721,chr16:69342671:+,0.3851099,0.40126443,Increased,yes,longer
5753,chr1:11663326:+,0.55297124,0.55735946,Increased,yes,longer
5757,chr13:30660769:+,0.5904702,0.6056621,Increased,yes,longer
5760,chr13:20779129:-,0.71240866,0.7291378,Increased,yes,longer
5764,chr13:28678495:+,0.4742042,0.49441215,Increased,yes,longer
5765,chr17:8474207:-,0.3904749,0.4326629,Increased,yes,longer
5768,chr17:10672474:-,0.6933315,0.7728982,Increased,yes,longer
5771,chr17:17192640:+,0.7418037,0.7501957,Increased,yes,longer
5775,chr13:35768986:-,0.21820085,0.24523553,Increased,yes,longer
5778,chr13:36301639:-,0.3912865,0.40105334,Increased,yes,longer
5783,chr13:45037668:+,0.4231277,0.62865055,Increased,yes,longer
5790,chrX:103587730:+,0.7708224,0.8064326,Increased,yes,longer
5803,chr19:55262223:-,0.49907863,0.5187243,Increased,yes,longer
5813,chr5:6371926:-,0.27449605,0.3218539,Increased,yes,longer
5816,chr5:32110930:+,0.68045396,0.74274594,Increased,yes,longer
5821,chr22:23886310:+,0.6026118,0.6198673,Increased,yes,longer
5823,chr7:151144434:+,0.16553588,0.20627573,Increased,yes,longer
5825,chr12:85882991:+,0.5609857,0.5920568,Increased,yes,longer
5827,chr12:88050159:+,0.8212167,0.8533932,Increased,yes,longer
5835,chr8:81657953:-,0.380877,0.47109863,Increased,yes,longer
5847,chr11:14277923:-,0.30243698,0.35111132,Increased,yes,longer
5851,chr5:119542332:+,0.8041837,0.8836385,Increased,yes,longer
5855,chr11:65354261:+,0.22234769,0.23138121,Increased,yes,longer
5867,chr14:70675364:+,0.123619325,0.14392121,Increased,yes,longer
5870,chr14:70583588:-,0.08169431,0.12550008,Increased,yes,longer
5873,chr14:67386515:+,0.47840008,0.548227,Increased,yes,longer
5875,chr8:28191150:+,0.83504266,0.8379982,Increased,yes,longer
5878,chr18:54151609:-,0.4782287,0.5510197,Increased,yes,longer
5883,chr18:47152998:-,0.54411054,0.5674826,Increased,yes,longer
5895,chr15:34140674:-,0.21557552,0.2549155,Increased,yes,longer
5898,chr15:34084019:-,0.4011054,0.61473304,Increased,yes,longer
5907,chr1:109733937:-,0.6528237,0.66651857,Increased,yes,longer
5911,chr1:109309576:-,0.17429884,0.4413412,Increased,yes,longer
5915,chr1:116990356:+,0.6236876,0.64468193,Increased,yes,longer
5917,chr18:10552767:+,0.7131633,0.76029575,Increased,yes,longer
5919,chr12:42448616:+,0.79774314,0.8113523,Increased,yes,longer
5920,chr12:46358189:-,0.89709157,0.9054006,Increased,yes,longer
5922,chr2:9583968:-,0.48356366,0.49395913,Increased,yes,longer
5925,chr2:8721134:-,0.549536,0.6538267,Increased,yes,longer
5937,chr1:201826969:+,0.31458652,0.36347947,Increased,yes,longer
5943,chr16:18781294:-,0.41307688,0.4322356,Increased,yes,longer
5948,chr10:6116831:+,0.722991,0.82149047,Increased,yes,longer
5956,chrX:130413340:+,0.4479986,0.46884635,Increased,yes,longer
5967,chr1:52423277:-,0.6210945,0.6401114,Increased,yes,longer
5973,chr1:52420833:+,0.47511458,0.4808894,Increased,yes,longer
5980,chr18:36180556:+,0.19355166,0.2930988,Increased,yes,longer
5986,chr18:36778451:-,0.024934763,0.065385506,Increased,yes,longer
5990,chr11:57528464:-,0.104085386,0.14647733,Increased,yes,longer
5998,chr13:95581116:-,0.37476695,0.39957792,Increased,yes,longer
6007,chr13:102679169:+,0.7087151,0.81049764,Increased,yes,longer
6016,chr5:111130502:+,0.46651176,0.6344105,Increased,yes,longer
6018,chr9:75147197:+,0.69067395,0.75967574,Increased,yes,longer
6019,chr9:76385528:-,0.32577062,0.33327436,Increased,yes,longer
6032,chr9:86026146:-,0.786908,0.84521973,Increased,yes,longer
6039,chr5:160251663:-,0.050991885,0.06193021,Increased,yes,longer
6042,chr12:118149801:-,0.4453972,0.4928341,Increased,yes,longer
6050,chr12:117143348:-,0.033438064,0.042073123,Increased,yes,longer
6057,chr12:121234104:+,0.11355542,0.13457811,Increased,yes,longer
6058,chr7:105115731:-,0.37890393,0.39711156,Increased,yes,longer
6063,chr6:73509234:+,0.28029928,0.2929793,Increased,yes,longer
6065,chr6:89633682:+,0.1539298,0.5285233,Increased,yes,longer
6067,chr6:73241316:-,0.602243,0.6611758,Increased,yes,longer
6076,chr6:90513581:-,0.24857049,0.29298964,Increased,yes,longer
6093,chr12:55757127:+,0.35023412,0.3606941,Increased,yes,longer
6096,chr12:57747726:-,0.032787863,0.67065597,Increased,yes,longer
6098,chr12:57623409:-,0.19736463,0.2774944,Increased,yes,longer
6103,chr12:49866896:-,0.26556593,0.2726866,Increased,yes,longer
6107,chr12:56127509:+,0.23955175,0.25927603,Increased,yes,longer
6110,chr12:54287086:+,0.8337079,0.84200156,Increased,yes,longer
6113,chr6:109366515:-,0.79311734,0.81531584,Increased,yes,longer
6125,chr2:74683849:+,0.35380775,0.36098155,Increased,yes,longer
6128,chr12:70434291:+,0.72651035,0.7290855,Increased,yes,longer
6132,chr12:62416385:+,0.71514386,0.73385817,Increased,yes,longer
6136,chr12:68845431:+,0.16563693,0.26512775,Increased,yes,longer
6139,chr16:84667555:+,0.2906401,0.3461713,Increased,yes,longer
6148,chr1:229516582:-,0.7421301,0.7546242,Increased,yes,longer
6152,chr1:232978794:+,0.10381864,0.13127382,Increased,yes,longer
6154,chr1:182378100:-,0.6277798,0.69237757,Increased,yes,longer
6156,chr1:180973041:-,0.289743,0.29658726,Increased,yes,longer
6164,chr1:180114873:+,0.7050529,0.76842296,Increased,yes,longer
6167,chr1:183145591:+,0.46985114,0.6420891,Increased,yes,longer
6171,chr2:223967706:+,0.66318065,0.6754613,Increased,yes,longer
6178,chr2:232583642:+,0.16087444,0.356096,Increased,yes,longer
6188,chr2:102714631:-,0.45171097,0.59359705,Increased,yes,longer
6195,chr2:105264359:-,0.1293541,0.55323786,Increased,yes,longer
6203,chr2:105348809:+,0.08537989,0.8247446,Increased,yes,longer
6206,chr12:108569367:+,0.3444055,0.3972914,Increased,yes,longer
6211,chr12:100341711:+,0.30745342,0.35732067,Increased,yes,longer
6215,chr12:107713159:+,0.57210195,0.60588586,Increased,yes,longer
6218,chr12:104801801:-,0.3875918,0.4412876,Increased,yes,longer
6223,chr13:52843141:-,0.13614959,0.15971917,Increased,yes,longer
6225,chr13:52412608:-,0.7931246,0.8302978,Increased,yes,longer
6230,chr13:50973742:+,0.6560487,0.79775715,Increased,yes,longer
6234,chr13:52476622:+,0.517015,0.53749,Increased,yes,longer
6236,chr13:46744897:+,0.63083804,0.6420067,Increased,yes,longer
6249,chr13:45536624:+,0.7780193,0.86209786,Increased,yes,longer
6261,chr7:6461081:-,0.582915,0.6430953,Increased,yes,longer
6263,chr7:14145049:-,0.811489,0.828547,Increased,yes,longer
6271,chr7:44069074:+,0.21057835,0.27564764,Increased,yes,longer
6283,chr15:78501450:+,0.8311157,0.8629226,Increased,yes,longer
6285,chr15:84873481:+,0.076194674,0.90667033,Increased,yes,longer
6287,chr17:48864758:+,0.11351747,0.1337319,Increased,yes,longer
6296,chr17:63695904:-,0.085810065,0.111923315,Increased,yes,longer
6301,chr3:179588405:+,0.52283376,0.55800086,Increased,yes,longer
6312,chr2:165392303:+,0.67079026,0.69262505,Increased,yes,longer
6317,chr2:161236171:+,0.14452225,0.8843769,Increased,yes,longer
6323,chr1:213274608:+,0.31849864,0.4031514,Increased,yes,longer
6324,chr2:127701022:-,0.54635113,0.61787045,Increased,yes,longer
6333,chr2:130347809:+,0.35025233,0.35564154,Increased,yes,longer
6342,chr10:26746894:-,0.2835969,0.3392837,Increased,yes,longer
6349,chr10:27110455:-,0.5256866,0.5573859,Increased,yes,longer
6353,chr9:104760118:+,0.69382006,0.6982089,Increased,yes,longer
6360,chr9:111360695:-,0.85333884,0.886474,Increased,yes,longer
6364,chr9:129827291:-,0.51443386,0.6584979,Increased,yes,longer
6384,chr9:113264491:+,0.3548557,0.47870028,Increased,yes,longer
6392,chr9:113294006:+,0.015114936,0.025974879,Increased,yes,longer
6395,chr9:101387633:-,0.09024459,0.95156974,Increased,yes,longer
6403,chr9:97673620:+,0.09488291,0.39427292,Increased,yes,longer
6406,chr9:98015940:+,0.5068276,0.54027647,Increased,yes,longer
6412,chr9:124877731:+,0.46193033,0.71840894,Increased,yes,longer
6415,chr8:123013347:-,0.40682605,0.43811902,Increased,yes,longer
6424,chr9:7796502:-,0.7289123,0.7524184,Increased,yes,longer
6429,chr9:26903372:-,0.29830348,0.396359,Increased,yes,longer
6432,chr9:33921692:-,0.29590452,0.30372566,Increased,yes,longer
6437,chr9:35697338:-,0.13258958,0.17899883,Increased,yes,longer
6444,chr9:35865514:+,0.18021627,0.38131973,Increased,yes,longer
6449,chr9:38398658:+,0.3632366,0.374502,Increased,yes,longer
6455,chr6:28233474:+,0.34570694,0.36207706,Increased,yes,longer
6457,chr6:37175426:+,0.39054996,0.58881396,Increased,yes,longer
6463,chr6:3268975:-,0.8843867,0.88995117,Increased,yes,longer
6470,chr6:3224272:-,0.22344267,0.7667283,Increased,yes,longer
6476,chr6:30699811:-,0.41965362,0.71514934,Increased,yes,longer
6484,chr6:30646819:+,0.7945932,0.8012776,Increased,yes,longer
6489,chr11:75260127:-,0.24166033,0.37549317,Increased,yes,longer
6499,chr11:82973134:-,0.16823709,0.26584452,Increased,yes,longer
6513,chr11:78435970:-,0.3841327,0.41650325,Increased,yes,longer
6520,chr8:58582858:+,0.6272689,0.64890873,Increased,yes,longer
6525,chr11:103050691:-,0.592224,0.6573073,Increased,yes,longer
6531,chr11:111739175:-,0.17653897,0.24627784,Increased,yes,longer
6542,chr15:44529037:+,0.43649235,0.5293429,Increased,yes,longer
6547,chr15:41387354:-,0.56352985,0.666999,Increased,yes,longer
6551,chr15:42569990:+,0.6674228,0.72020054,Increased,yes,longer
6557,chr15:71053657:+,0.7063081,0.71664405,Increased,yes,longer
6560,chr15:43409769:+,0.61560774,0.67853594,Increased,yes,longer
6567,chr1:83865024:-,0.6083226,0.677289,Increased,yes,longer
6574,chr1:100186922:-,0.5495327,0.55347013,Increased,yes,longer
6582,chr2:26395883:+,0.68801147,0.695622,Increased,yes,longer
6600,chr2:24822373:+,0.5614248,0.5669936,Increased,yes,longer
6614,chr10:87753117:-,0.20816387,0.49577218,Increased,yes,longer
6617,chr10:122254539:+,0.6847087,0.81993973,Increased,yes,longer
6618,chr10:102673732:-,0.6560182,0.676546,Increased,yes,longer
6636,chr2:202988255:+,0.54343766,0.55805856,Increased,yes,longer
6639,chr2:169812059:+,0.7814318,0.80046767,Increased,yes,longer
6641,chr2:169641403:+,0.65363556,0.85461086,Increased,yes,longer
6642,chr2:174072448:-,0.5929041,0.6278203,Increased,yes,longer
6653,chr2:202878462:-,0.38952667,0.40623504,Increased,yes,longer
6668,chr15:51915721:+,0.32213664,0.33887625,Increased,yes,longer
6669,chr15:50702269:-,0.88015306,0.8880415,Increased,yes,longer
6677,chr4:88726359:-,0.36598894,0.46565425,Increased,yes,longer
6690,chr4:112272713:+,0.8443474,0.8501955,Increased,yes,longer
6698,chr4:98443857:+,0.8612669,0.87417406,Increased,yes,longer
6700,chr4:128211849:+,0.29851273,0.4926595,Increased,yes,longer
6705,chr4:78916363:+,0.4950978,0.5054828,Increased,yes,longer
6710,chr4:76158740:-,0.5082748,0.538268,Increased,yes,longer
6714,chr4:77170059:+,0.84759337,0.85993403,Increased,yes,longer
6731,chr9:113597730:+,0.34551448,0.34849867,Increased,yes,longer
6745,chr12:32646048:+,0.40854734,0.4603792,Increased,yes,longer
6752,chr12:22690664:+,0.66938454,0.68937445,Increased,yes,longer
6753,chr12:42312081:-,0.2632698,0.5602659,Increased,yes,longer
6762,chr12:45919132:-,0.73469573,0.8060277,Increased,yes,longer
6774,chr12:57760404:+,0.21925849,0.2996362,Increased,yes,longer
6775,chr12:76025448:-,0.28066066,0.34806213,Increased,yes,longer
6782,chr12:88199886:+,0.696423,0.7136885,Increased,yes,longer
6788,chr12:103988866:+,0.28861973,0.4075218,Increased,yes,longer
6809,chr12:53190862:+,0.17112656,0.33932257,Increased,yes,longer
6814,chr12:123289109:-,0.6756084,0.6891296,Increased,yes,longer
6818,chr12:122231548:-,0.17482972,0.29756057,Increased,yes,longer
6826,chr13:79311833:-,0.7290349,0.74264765,Increased,yes,longer
6834,chr13:108234241:+,0.63945234,0.76683575,Increased,yes,longer
6837,chr13:113265077:+,0.19469868,0.40478054,Increased,yes,longer
6848,chr14:59595983:-,0.27181038,0.290221,Increased,yes,longer
6852,chr14:61083728:+,0.5803919,0.6072353,Increased,yes,longer
6855,chr14:57412833:+,0.39642322,0.41840106,Increased,yes,longer
6869,chr15:43804532:-,0.06459179,0.2895974,Increased,yes,longer
6872,chr15:45077182:+,0.75424147,0.7615807,Increased,yes,longer
6879,chr15:59659145:-,0.8330169,0.83848685,Increased,yes,longer
