V1,PAS_ID,original_PAS_pred_narrow,original_PAS_pred,usage,sig
2585,chr15:44573356:-,0.24668531,0.3215084,Decreased,yes
2588,chr15:45486890:-,0.6369342,0.65036595,Decreased,yes
2589,chr15:45609635:+,0.054661006,0.6806266,Decreased,yes
2591,chr15:48134632:-,0.33112684,0.47669178,Increased,yes
2599,chr8:67154134:+,0.06526532,0.24923626,Decreased,yes
2602,chr8:17220453:+,0.091017485,0.3387779,Decreased,yes
2605,chr8:27281279:-,0.1700093,0.193093,Increased,yes
2611,chr8:81702132:-,0.12964156,0.14660786,Decreased,yes
2613,chr8:28574258:+,0.6122747,0.6206466,Increased,yes
2615,chr8:89790608:+,0.27785423,0.3156325,Decreased,yes
2620,chr8:89935431:-,0.47407928,0.50002867,Decreased,yes
2623,chr8:90058007:+,0.11047072,0.1264763,Increased,yes
2624,chr8:90058609:-,0.76419705,0.802878,Increased,yes
2627,chr8:56958182:-,0.6231764,0.6428584,Decreased,yes
2630,chr8:73786223:-,0.7660614,0.77187556,Increased,yes
2634,chr8:98159834:+,0.41744685,0.5086251,Increased,yes
2637,chr8:42332447:+,0.30658665,0.3211492,Increased,yes
2640,chr8:74366878:+,0.6941308,0.74670804,Increased,yes
2644,chr8:60623626:+,0.15113635,0.23964263,Decreased,yes
2646,chr8:108201743:-,0.5515954,0.66003215,Decreased,yes
2648,chr8:108486909:+,0.37521002,0.46808603,Decreased,yes
2652,chr8:78717699:+,0.4305938,0.4774449,Decreased,yes
2654,chr8:79617048:+,0.15580426,0.23182368,Increased,yes
2657,chr8:65602458:-,0.607721,0.64751756,Increased,yes
2660,chr8:140517153:+,0.3423518,0.41843176,Decreased,yes
2662,chr8:101686740:-,0.06080214,0.12924953,Decreased,yes
2665,chr8:102253903:-,0.47056422,0.48266563,Decreased,yes
2668,chr8:19852064:+,0.60522497,0.6182709,Increased,yes
2671,chr8:9040713:+,0.48647183,0.49644062,Increased,yes
2672,chr8:11327735:+,0.26639655,0.29402596,Decreased,yes
2674,chr8:30678066:-,0.5594988,0.6988914,Increased,yes
2676,chr8:30784964:-,0.5078416,0.6004375,Increased,yes
2680,chr8:664204:-,0.3284854,0.34573233,Increased,yes
2682,chr8:24919092:+,0.78206325,0.80055785,Increased,yes
2685,chr8:15764664:+,0.24491629,0.2672684,Increased,yes
2687,chr16:87698147:-,0.5305867,0.5496596,Increased,yes
2691,chr8:47978157:+,0.70403993,0.76448274,Increased,yes
2692,chr8:18056447:-,0.30516747,0.3456576,Increased,yes
2694,chr8:26410991:+,0.25587717,0.8702713,Decreased,yes
2697,chr19:48924700:+,0.1123837,0.5814632,Increased,yes
2698,chr19:45349837:-,0.04010942,0.04845791,Increased,yes
2702,chr19:2230691:+,0.0075866235,0.04321941,Increased,yes
2704,chr19:2230675:-,0.28320378,0.60008687,Increased,yes
2708,chr19:2273487:+,0.41152638,0.41496173,Increased,yes
2710,chr19:3052909:-,0.29094723,0.2984235,Increased,yes
2714,chr19:49840382:+,0.43632036,0.5132108,Increased,yes
2715,chr19:49976468:-,0.464306,0.4756416,Decreased,yes
2719,chr19:9853952:-,0.22091019,0.23190449,Decreased,yes
2720,chr19:15353522:-,0.546082,0.56545395,Increased,yes
2722,chr19:14950033:-,0.2655726,0.27525952,Increased,yes
2725,chr19:29617249:+,0.061107397,0.082739204,Increased,yes
2726,chr19:30012063:+,0.4884751,0.50620514,Decreased,yes
2730,chr19:39433136:-,0.059166998,0.06649699,Decreased,yes
2732,chr19:39489921:+,0.06387362,0.0698545,Decreased,yes
2736,chr19:34402413:+,0.8198157,0.82222813,Increased,yes
2738,chr19:40231102:-,0.5987198,0.6280709,Increased,yes
2741,chr19:40666686:-,0.06641318,0.07486442,Decreased,yes
2742,chr19:3804023:-,0.32065266,0.32400075,Increased,yes
2745,chr19:35881626:+,0.15511441,0.1785213,Increased,yes
2748,chr19:41307786:+,0.09816128,0.12832284,Decreased,yes
2749,chr19:3536749:+,0.012959112,0.021168327,Decreased,yes
2752,chr8:141195803:+,0.6408541,0.67866445,Increased,yes
2754,chr19:10260052:+,0.33522284,0.33860064,Increased,yes
2755,chr19:41871414:+,0.63215005,0.6345123,Increased,yes
2758,chr19:48383053:-,0.06467778,0.14669129,Decreased,yes
2761,chr19:48208257:-,0.0423001,0.046913236,Decreased,yes
2763,chr19:51592508:+,0.39485893,0.41355044,Decreased,yes
2765,chr19:53943940:+,0.1975587,0.21529795,Increased,yes
2767,chr19:18000079:+,0.062007874,0.09115742,Increased,yes
2770,chr19:18434821:-,0.036776654,0.053779878,Decreased,yes
2771,chr19:18442665:-,0.44062048,0.45456943,Increased,yes
2774,chr19:18782332:+,0.7792857,0.7830141,Increased,yes
2776,chr19:19710757:-,0.17036408,0.26496992,Decreased,yes
2778,chr19:42083223:+,0.35625094,0.37815273,Increased,yes
2780,chr19:20943975:+,0.5541371,0.6518115,Increased,yes
2783,chr19:43622369:-,0.31195235,0.36248076,Increased,yes
2787,chr19:43731155:-,0.27750003,0.28428993,Decreased,yes
2788,chr7:32584167:+,0.09483295,0.10495848,Decreased,yes
2791,chr7:92604924:-,0.74139595,0.7440894,Decreased,yes
2794,chr7:103312521:-,0.21185727,0.25144744,Decreased,yes
2796,chr7:93991564:-,0.43786144,0.49689555,Increased,yes
2799,chr7:106248298:-,0.5021801,0.5485834,Increased,yes
2803,chr7:19696731:-,0.32289833,0.49021208,Decreased,yes
2805,chr7:107202521:+,0.7294092,0.7406542,Decreased,yes
2808,chr7:21514816:+,0.16793369,0.34247345,Increased,yes
2810,chr7:135185232:-,0.06656369,0.078220814,Increased,yes
2813,chr7:24693685:+,0.36627364,0.39244756,Increased,yes
2815,chr7:139043521:-,0.5015985,0.6654427,Increased,yes
2817,chr7:44607697:+,0.7394174,0.74481297,Decreased,yes
2821,chr7:44827209:-,0.2575622,0.2826103,Increased,yes
2825,chr7:156680881:-,0.24885757,0.26608378,Increased,yes
2829,chr7:157417438:+,0.6641283,0.71352625,Decreased,yes
2831,chr7:2537852:-,0.2654019,0.5484572,Decreased,yes
2832,chr7:27829035:+,0.38831207,0.54137325,Decreased,yes
2836,chr7:50590068:-,0.4792538,0.492858,Increased,yes
2841,chr7:30130480:+,0.55230445,0.5908839,Increased,yes
2843,chr7:99395986:-,0.2870961,0.29360986,Decreased,yes
2845,chr7:6024635:+,0.3075845,0.3435208,Increased,yes
2847,chr7:100615375:+,0.33050448,0.35138422,Increased,yes
2848,chr7:128302755:-,0.43860605,0.77825844,Increased,yes
2852,chr7:6161217:+,0.15329948,0.16908099,Decreased,yes
2856,chr7:32487036:-,0.3498615,0.49119362,Increased,yes
2857,chr7:7244349:+,0.45938894,0.4851612,Decreased,yes
2861,chr7:7636945:-,0.38602376,0.42939523,Decreased,yes
2865,chr7:11107747:+,0.620548,0.636882,Increased,yes
2869,chr7:129756014:+,0.13292783,0.13800757,Decreased,yes
2874,chr7:12243366:+,0.74504834,0.7594678,Increased,yes
2875,chr7:130393771:-,0.45006415,0.46022692,Increased,yes
2879,chr7:42937852:+,0.6423905,0.8841317,Increased,yes
2880,chr7:43608457:-,0.71669143,0.724895,Increased,yes
2885,chr7:43810611:+,0.45204118,0.45870292,Increased,yes
2886,chr7:151466012:-,0.5022595,0.5159943,Increased,yes
2889,chr7:44214292:+,0.46974313,0.4922956,Increased,yes
2890,chr7:74122370:+,0.03516023,0.04026576,Decreased,yes
2892,chr9:105640052:+,0.5347422,0.55228865,Decreased,yes
2896,chr9:105552431:+,0.8019408,0.81041104,Increased,yes
2897,chr9:75060578:-,0.7501372,0.7567503,Increased,yes
2900,chr9:109015153:-,0.69334644,0.717929,Increased,yes
2903,chr9:76619737:-,0.66930664,0.6952285,Decreased,yes
2906,chr9:98082076:-,0.28259447,0.30738062,Decreased,yes
2908,chr9:99153647:+,0.3308088,0.43033835,Decreased,yes
2910,chr9:111562972:-,0.13401805,0.14656165,Increased,yes
2913,chr9:112041079:-,0.026254753,0.05726525,Decreased,yes
2915,chr9:127867839:-,0.007385242,0.008223014,Decreased,yes
2919,chr9:4708396:+,0.9462032,0.95177025,Increased,yes
2920,chr9:23690106:-,0.74673057,0.764709,Increased,yes
2923,chr9:130237303:+,0.15081824,0.17586707,Increased,yes
2924,chr9:130581739:+,0.1447665,0.2007314,Decreased,yes
2927,chr9:35738887:+,0.017588235,0.023386203,Decreased,yes
2929,chr9:35758220:+,0.27504128,0.28673282,Decreased,yes
2931,chr9:32455302:-,0.007835546,0.02079609,Decreased,yes
2934,chr9:69427757:-,0.15431626,0.20810404,Decreased,yes
2935,chr9:132261440:-,0.1000131,0.18226787,Increased,yes
2938,chr9:33920401:+,0.5647722,0.6637845,Increased,yes
2940,chr9:72354460:-,0.38196644,0.44354877,Decreased,yes
2943,chr10:115181523:+,0.818803,0.84744316,Increased,yes
2946,chr10:98416214:-,0.080823,0.08354915,Increased,yes
2949,chr10:13278038:-,0.31809893,0.4888499,Decreased,yes
2950,chr10:119033673:-,0.29594705,0.7474158,Increased,yes
2954,chr10:48436408:+,0.13253117,0.17846069,Decreased,yes
2959,chr10:119944654:+,0.8330681,0.83969307,Increased,yes
2961,chr10:72059270:-,0.11971172,0.1574329,Increased,yes
2964,chr10:73436805:-,0.30009833,0.3151268,Increased,yes
2969,chr10:84518511:+,0.650432,0.71031296,Increased,yes
2970,chr10:86925185:+,0.46012276,0.49047446,Decreased,yes
2974,chr10:89273888:-,0.39056703,0.40803516,Increased,yes
2977,chr10:101138528:+,0.003602682,0.062905714,Increased,yes
2979,chr10:91865370:+,0.41319174,0.4390351,Decreased,yes
2980,chr10:92046692:-,0.2878194,0.3153781,Increased,yes
2982,chr10:26990855:-,0.67340416,0.67792106,Increased,yes
2987,chr10:27219729:-,0.002473929,0.19642213,Decreased,yes
2990,chr10:124617880:+,0.11943503,0.22818395,Increased,yes
2994,chr10:809543:-,0.6628183,0.7688364,Increased,yes
2999,chr10:1017691:+,0.32231787,0.5985811,Decreased,yes
3004,chr10:125853694:+,0.30818048,0.39874113,Increased,yes
3006,chr10:30312829:-,0.66803646,0.6809282,Decreased,yes
3008,chr10:103592545:+,0.054200683,0.057967477,Decreased,yes
3009,chr10:129835288:-,0.554913,0.68526113,Increased,yes
3012,chr10:130179609:+,0.3210138,0.6408492,Increased,yes
3015,chr10:106573907:-,0.8447634,0.8498042,Decreased,yes
3018,chr10:110606044:+,0.7562587,0.7686937,Increased,yes
3019,chr10:58388797:+,0.25777283,0.33462614,Decreased,yes
3024,chr10:59788763:-,0.7040942,0.77092123,Increased,yes
3026,chr10:35008551:-,0.07877425,0.20656458,Increased,yes
3029,chr10:35571793:+,0.42318767,0.4795506,Increased,yes
3032,chr19:55391767:+,0.26166713,0.26954183,Decreased,yes
3036,chr10:67796888:-,0.20268515,0.43681726,Increased,yes
3038,chr10:79354715:+,0.34048733,0.36059117,Increased,yes
3041,chr10:80532345:+,0.1907234,0.30943102,Increased,yes
3043,chr17:29255839:-,0.7288013,0.951984,Increased,yes
3048,chr17:39260594:-,0.15433672,0.2926178,Increased,yes
3050,chr17:44318669:+,0.018970788,0.02391725,Increased,yes
3052,chr17:40198399:+,0.16448002,0.17019579,Increased,yes
3054,chr17:58734329:+,0.20869756,0.26230398,Increased,yes
3056,chr17:59608351:+,0.53753245,0.5701449,Decreased,yes
3059,chr17:47685503:+,0.6274324,0.6426805,Decreased,yes
3065,chr17:46942019:+,0.13299231,0.1871736,Increased,yes
3068,chr17:47949301:+,0.14276607,0.15487936,Decreased,yes
3070,chr17:59950423:+,0.76218927,0.77078426,Increased,yes
3071,chr17:16218213:+,0.8295962,0.845591,Increased,yes
3076,chr17:61997948:-,0.598071,0.6335454,Decreased,yes
3077,chr17:17811288:+,0.18224952,0.23156518,Decreased,yes
3080,chr17:5386101:-,0.22899698,0.36964685,Decreased,yes
3082,chr17:5432778:-,0.33243105,0.34268275,Decreased,yes
3086,chr17:30468678:+,0.39745376,0.44321412,Increased,yes
3089,chr17:30526813:+,0.75023043,0.7600413,Increased,yes
3090,chr17:63745250:-,0.46045977,0.4727089,Increased,yes
3096,chr17:6650317:-,0.068721876,0.11505671,Increased,yes
3097,chr17:63819434:-,0.35461482,0.37149292,Decreased,yes
3099,chr17:19904476:-,0.44693592,0.4727838,Decreased,yes
3101,chr17:31860904:-,0.20722398,0.22459692,Decreased,yes
3103,chr17:64498254:-,0.77058077,0.771921,Increased,yes
3105,chr17:32328442:-,0.6401387,0.65731066,Increased,yes
3110,chr17:32483318:+,0.8208283,0.828965,Increased,yes
3112,chr17:42572712:+,0.17282082,0.27994508,Increased,yes
3115,chr17:42699992:+,0.0906466,0.123095825,Decreased,yes
3116,chr17:42700275:-,0.37772834,0.48812664,Increased,yes
3118,chr17:50381238:-,0.33253595,0.34551612,Increased,yes
3121,chr17:43032039:+,0.6774883,0.7261743,Increased,yes
3122,chr17:44076753:-,0.32239312,0.3327486,Increased,yes
3128,chr17:50756213:+,0.62302977,0.64269996,Increased,yes
3129,chr17:43875362:-,0.48033565,0.48223034,Decreased,yes
3131,chr17:64542283:-,0.31756333,0.40333968,Increased,yes
3133,chr17:44850287:-,0.021704044,0.054813962,Increased,yes
3137,chr17:1344541:-,0.54672956,0.74077547,Decreased,yes
3139,chr17:2043891:+,0.098666735,0.12073372,Increased,yes
3143,chr17:69553863:+,0.7404759,0.76875305,Increased,yes
3144,chr17:21174552:+,0.7561289,0.7640099,Decreased,yes
3147,chr17:27315829:+,0.29774767,0.39797905,Decreased,yes
3150,chr17:74839750:+,0.071616516,0.09288059,Increased,yes
3152,chr17:28347007:+,0.38160622,0.38955432,Increased,yes
3153,chr17:28328224:+,0.45520905,0.5139549,Increased,yes
3157,chr17:28702229:+,0.25040698,0.2614893,Increased,yes
3159,chr17:28914877:-,0.6509733,0.6699479,Decreased,yes
3163,chr4:41960553:+,0.11343433,0.14986472,Increased,yes
3168,chr4:48426196:+,0.5093138,0.52544785,Increased,yes
3170,chr4:48861246:+,0.41560018,0.61224306,Increased,yes
3172,chr4:51916835:+,0.7122225,0.72799146,Increased,yes
3175,chr4:52595692:-,0.30419922,0.32849336,Increased,yes
3179,chr4:54009793:-,0.5355277,0.5567693,Decreased,yes
3181,chr4:56330608:+,0.43492872,0.4813625,Increased,yes
3182,chr4:99874954:-,0.41830933,0.4459397,Increased,yes
3185,chr4:86012296:-,0.07215932,0.118079096,Increased,yes
3191,chr4:139057862:-,0.553441,0.5725443,Decreased,yes
3192,chr4:140620784:-,0.61278564,0.6245145,Increased,yes
3196,chr4:141234694:+,0.23357205,0.24611324,Increased,yes
3197,chr4:142028725:-,0.2950385,0.3142503,Decreased,yes
3199,chr4:143470976:+,0.5515276,0.586048,Increased,yes
3201,chr4:6302881:+,0.10994735,0.12576196,Decreased,yes
3203,chr4:7058896:-,0.08311239,0.1830596,Decreased,yes
3205,chr4:109824694:+,0.048210695,0.76353943,Decreased,yes
3207,chr4:169720995:+,0.17490584,0.25012392,Decreased,yes
3211,chr4:24517429:-,0.44605196,0.45067567,Increased,yes
3215,chr4:153339316:+,0.83115023,0.84331506,Increased,yes
3218,chr4:26756215:+,0.25758547,0.26956362,Increased,yes
3219,chr4:1943437:+,0.32616425,0.3675913,Decreased,yes
3223,chr4:151120286:-,0.37667236,0.4161971,Increased,yes
3227,chr4:27024184:+,0.5186676,0.56841934,Increased,yes
3229,chr4:157172083:+,0.60383594,0.6273397,Decreased,yes
3232,chr4:39126226:+,0.4639635,0.6347581,Increased,yes
3235,chr11:125928829:+,0.5501925,0.6856444,Increased,yes
3238,chr11:20383775:+,0.39156932,0.42385048,Increased,yes
3239,chr11:116773802:-,0.71182716,0.73345816,Increased,yes
3244,chr11:47617316:-,0.21127515,0.2651373,Increased,yes
3247,chr11:121191489:+,0.6029838,0.6154075,Increased,yes
3249,chr11:121313408:+,0.66071755,0.72349215,Increased,yes
3251,chr11:122963861:+,0.5421483,0.62591636,Increased,yes
3253,chr11:57372397:+,0.16291143,0.29301727,Decreased,yes
3256,chr11:124146900:+,0.36033666,0.41136068,Increased,yes
3258,chr11:64234280:+,0.098060764,0.107127324,Increased,yes
3260,chr11:59208587:+,0.2463424,0.40323406,Increased,yes
3261,chr11:64852735:-,0.1677277,0.18136235,Increased,yes
3264,chr11:59575241:-,0.09413984,0.10291037,Decreased,yes
3266,chr11:126349998:+,0.27193952,0.29248968,Increased,yes
3267,chr11:68154864:-,0.43553916,0.8498175,Increased,yes
3273,chr11:68615331:+,0.57984674,0.6381932,Increased,yes
3275,chr11:60923441:+,0.57354915,0.69619477,Increased,yes
3276,chr11:90200441:-,0.7328689,0.76833904,Increased,yes
3278,chr11:72106377:-,0.24517141,0.37376955,Increased,yes
3281,chr11:73369303:+,0.01366702,0.037444323,Increased,yes
3283,chr11:10511934:-,0.28863108,0.34441352,Increased,yes
3285,chr11:119308146:+,0.8358264,0.85117126,Increased,yes
3289,chr11:119662121:-,0.24493688,0.25416806,Decreased,yes
3291,chr11:33357020:+,0.85470843,0.8579104,Increased,yes
3293,chr11:33671131:+,0.3308243,0.35156518,Decreased,yes
3295,chr11:33740958:-,0.041120633,0.07378216,Increased,yes
3300,chr11:34998902:+,0.2390111,0.29397267,Increased,yes
3301,chr11:47571923:+,0.0064794924,0.08287122,Decreased,yes
3304,chr11:2397797:+,0.045018215,0.06592446,Decreased,yes
3308,chr11:16758103:+,0.33771428,0.3622473,Increased,yes
3310,chr11:17071002:-,0.072881,0.10886681,Increased,yes
3312,chr11:3675019:-,0.680884,0.80299515,Increased,yes
3315,chr11:68052860:-,0.75218636,0.7663522,Increased,yes
3317,chr11:18366248:+,0.19412126,0.24614432,Decreased,yes
3321,chr11:18765082:-,0.38260442,0.8108429,Increased,yes
3323,chr12:121917863:+,0.3715643,0.40518647,Increased,yes
3324,chr12:27694924:+,0.14123899,0.22536744,Decreased,yes
3326,chr12:108645112:-,0.5842859,0.58888435,Increased,yes
3329,chr12:30709553:-,0.39659077,0.50490403,Increased,yes
3332,chr12:109449977:-,0.5699266,0.5918566,Decreased,yes
3334,chr12:50985993:-,0.8516858,0.87856764,Increased,yes
3336,chr12:120696689:+,0.011855746,0.80910885,Decreased,yes
3339,chr12:109599458:+,0.1661033,0.17437321,Increased,yes
3340,chr12:51061206:-,0.8279708,0.83473366,Increased,yes
3343,chr12:121237771:-,0.10714129,0.20571303,Decreased,yes
3345,chr12:56663597:-,0.40537593,0.4152769,Decreased,yes
3346,chr12:122504727:-,0.64634424,0.79001164,Increased,yes
3349,chr12:62644004:-,0.44996408,0.50677156,Increased,yes
3353,chr12:95515835:+,0.14933434,0.28808126,Increased,yes
3355,chr12:96000907:-,0.074634664,0.6908323,Decreased,yes
3357,chr12:10606013:-,0.7590656,0.8028582,Decreased,yes
3360,chr12:3814231:-,0.836632,0.87901753,Increased,yes
3363,chr12:110452900:-,0.08068669,0.13496414,Decreased,yes
3366,chr12:110491926:-,0.23522814,0.42574534,Decreased,yes
3367,chr12:12326056:-,0.53852814,0.55438954,Increased,yes
3370,chr12:12644023:+,0.03276595,0.06439689,Increased,yes
3375,chr12:111817529:+,0.16286778,0.20292744,Increased,yes
3376,chr12:112026689:-,0.15182418,0.16611335,Increased,yes
3382,chr12:122980041:+,0.130418,0.13163188,Increased,yes
3384,chr12:123662603:+,0.886952,0.8890858,Increased,yes
3385,chr12:46183059:-,0.7157672,0.8004508,Increased,yes
3388,chr12:116711099:-,0.15967728,0.2319533,Increased,yes
3395,chr12:130821696:-,0.03277435,0.11733482,Decreased,yes
3397,chr12:54351843:+,0.81968105,0.8248563,Increased,yes
3401,chr12:64880819:+,0.45856777,0.46907896,Increased,yes
3405,chr12:67319950:+,0.57981783,0.5959066,Increased,yes
3406,chr12:55994709:+,0.6637498,0.79422164,Decreased,yes
3410,chr12:68745809:+,0.49437472,0.5581802,Increased,yes
3412,chr12:70354992:+,0.3502967,0.4467207,Increased,yes
3415,chr12:69274357:+,0.89464015,0.8979757,Increased,yes
3416,chr12:75490858:-,0.6388779,0.676824,Increased,yes
3421,chr12:6491886:-,0.08817666,0.27117613,Decreased,yes
3424,chr12:6570338:-,0.04359095,0.05076065,Decreased,yes
3427,chr12:6650591:-,0.2046205,0.2828815,Decreased,yes
3429,chr12:101748936:+,0.17916703,0.318941,Increased,yes
3430,chr12:6870828:+,0.0036548115,0.9620441,Decreased,yes
3433,chr12:6875047:-,0.15311106,0.22572502,Increased,yes
3434,chr12:6974810:-,0.009248425,0.0501372,Increased,yes
3438,chr12:118418032:+,0.18073525,0.26068467,Decreased,yes
3441,chr12:21518157:+,0.59370476,0.62260157,Increased,yes
3447,chr12:104110906:+,0.46922827,0.48670787,Increased,yes
3448,chr12:22193391:-,0.7804965,0.8092121,Increased,yes
3451,chr12:120095742:-,0.047774244,0.059885196,Decreased,yes
3454,chr12:8941462:+,0.30544448,0.33407336,Increased,yes
3455,chr12:106887282:+,0.8385103,0.85811037,Decreased,yes
3458,chr12:26966648:+,0.81097925,0.81361216,Decreased,yes
3460,chr6:24662881:-,0.3701229,0.4449889,Decreased,yes
3462,chr6:116444855:+,0.64522815,0.67511743,Decreased,yes
3466,chr6:87342324:+,0.32613325,0.3583092,Increased,yes
3467,chr6:118907798:+,0.25473943,0.41050914,Decreased,yes
3473,chr6:88611400:-,0.11779871,0.14304425,Decreased,yes
3475,chr6:125980241:+,0.6025498,0.7592838,Increased,yes
3477,chr6:125932032:+,0.5212006,0.5465982,Increased,yes
3478,chr6:152985394:-,0.50800383,0.5841504,Increased,yes
3481,chr6:36110758:+,0.90744907,0.9118443,Decreased,yes
3484,chr6:36602778:+,0.3475914,0.35769123,Decreased,yes
3487,chr6:159798428:+,0.37112588,0.37718785,Decreased,yes
3489,chr6:37630680:-,0.31767318,0.34070188,Increased,yes
3494,chr6:53100870:+,0.63518864,0.64452124,Increased,yes
3497,chr6:89664489:-,0.00069684786,0.030110339,Decreased,yes
3500,chr6:39105186:-,0.15271547,0.16079381,Decreased,yes
3504,chr6:57170201:+,0.21296503,0.24016176,Increased,yes
3510,chr6:57185211:+,0.15639004,0.3139131,Increased,yes
3511,chr6:57186995:-,0.64064807,0.72606677,Increased,yes
3514,chr6:98869676:-,0.33712518,0.361655,Increased,yes
3516,chr6:99543781:-,0.8555801,0.8658994,Decreased,yes
3518,chr6:99615665:+,0.24700284,0.31598747,Increased,yes
3520,chr6:100385015:-,0.42493582,0.59628904,Decreased,yes
3523,chr6:100864152:-,0.0798043,0.111039504,Increased,yes
3524,chr6:131578341:-,0.28496882,0.32369757,Increased,yes
3527,chr6:24704356:+,0.1630067,0.40458387,Increased,yes
3530,chr6:70862011:+,0.7042604,0.9034756,Increased,yes
3531,chr6:24704864:-,0.0026609688,0.980644,Increased,yes
3534,chr6:24786095:+,0.22507706,0.39828235,Decreased,yes
3538,chr6:107660139:+,0.56711066,0.70750844,Increased,yes
3540,chr6:108211513:-,0.7851222,0.8427299,Increased,yes
3543,chr6:109829111:+,0.5868908,0.63921046,Increased,yes
3544,chr6:138088505:-,0.38302806,0.4291034,Increased,yes
3546,chr6:143777383:+,0.008029401,0.057228222,Decreased,yes
3549,chr6:33416549:-,0.19754545,0.21944697,Decreased,yes
3553,chr6:165377190:-,0.7349662,0.7602377,Decreased,yes
3555,chr6:41934376:+,0.16570725,0.17604972,Increased,yes
3560,chr6:170407065:+,0.5138445,0.5831135,Increased,yes
3561,chr6:350703:+,0.114674576,0.51554346,Decreased,yes
3563,chr6:485155:-,0.46470746,0.49663126,Increased,yes
3569,chr6:75716536:+,0.066353664,0.180092,Increased,yes
3572,chr6:4064982:+,0.9224883,0.92446184,Increased,yes
3574,chr6:26476619:+,0.48083758,0.58780897,Increased,yes
3576,chr12:132585185:+,0.46333104,0.4678075,Increased,yes
3577,chr5:66046382:+,0.107582785,0.37080926,Increased,yes
3581,chr5:141098704:+,0.3043577,0.61138165,Decreased,yes
3583,chr5:43289395:-,0.50312465,0.5101206,Decreased,yes
3585,chr5:43705487:+,0.09875685,0.39582622,Decreased,yes
3589,chr5:44820425:+,0.46928003,0.49887288,Decreased,yes
3590,chr5:138554882:-,0.17611547,0.2381666,Decreased,yes
3594,chr5:72219403:-,0.048845306,0.08518623,Decreased,yes
3596,chr5:151661449:-,0.9145383,0.92283666,Increased,yes
3598,chr5:75361422:+,0.16367236,0.28578126,Decreased,yes
3606,chr5:75372381:-,0.40096328,0.42025763,Decreased,yes
3607,chr5:176507636:+,0.10303685,0.14702666,Decreased,yes
3610,chr5:141138615:+,0.43439755,0.5357393,Decreased,yes
3611,chr5:178602664:-,0.2496001,0.2689509,Decreased,yes
3615,chr5:141249364:+,0.17193072,0.3003368,Decreased,yes
3618,chr5:179973866:-,0.35005328,0.37124056,Increased,yes
3622,chr5:157741446:+,0.66036844,0.67138785,Increased,yes
3624,chr5:157806108:-,0.014905105,0.04676418,Decreased,yes
3625,chr5:180576819:+,0.3986096,0.46724442,Increased,yes
3629,chr5:160065542:+,0.18620929,0.22901024,Decreased,yes
3630,chr5:80875921:+,0.05482972,0.22476327,Decreased,yes
3632,chr5:31400496:-,0.63568175,0.67266965,Increased,yes
3637,chr5:31329144:+,0.511302,0.67142946,Increased,yes
3638,chr5:32601128:+,0.45258003,0.4611644,Decreased,yes
3643,chr5:93615132:-,0.61859673,0.63905835,Decreased,yes
3647,chr5:97037510:+,0.95103806,0.9554284,Increased,yes
3648,chr5:34905262:-,0.68849665,0.6999781,Increased,yes
3653,chr5:100809978:-,0.64170647,0.655691,Decreased,yes
3655,chr5:37291838:-,0.089470945,0.1240901,Decreased,yes
3656,chr5:65577305:+,0.17645955,0.21954322,Increased,yes
3658,chr5:65589690:-,0.4776922,0.48681408,Increased,yes
3661,chr5:65664763:+,0.42149925,0.454126,Decreased,yes
3668,chr5:134901634:+,0.027299456,0.051564813,Increased,yes
3669,chr5:40711577:-,0.78576523,0.79597986,Increased,yes
3672,chr5:168519195:+,0.051147025,0.14833498,Decreased,yes
3675,chr5:135334453:-,0.075896725,0.596569,Decreased,yes
3679,chr5:146511962:+,0.61864936,0.6590544,Increased,yes
3680,chr5:147390810:-,0.73272717,0.76817894,Increased,yes
3683,chr5:149494314:-,0.08131033,0.35716447,Decreased,yes
3688,chr5:172952680:+,0.54882205,0.5652286,Increased,yes
3689,chr5:177456611:-,0.06288345,0.080679335,Decreased,yes
3693,chr5:177077065:+,0.50916123,0.63055146,Increased,yes
3695,chr3:53885199:-,0.11636245,0.36675936,Increased,yes
3698,chr3:53865497:-,0.1039813,0.16715315,Increased,yes
3702,chr3:186546068:-,0.4350418,0.53056234,Increased,yes
3704,chr3:3149701:-,0.14790262,0.21027954,Increased,yes
3707,chr3:97798527:+,0.39588988,0.437425,Decreased,yes
3711,chr3:134355347:-,0.13768075,0.15581107,Decreased,yes
3713,chr3:100355347:+,0.17178904,0.18709143,Decreased,yes
3716,chr3:122412333:+,0.4539345,0.47623903,Increased,yes
3719,chr3:122423586:-,0.056767553,0.15208802,Increased,yes
3725,chr3:136332588:+,0.5605381,0.58010954,Increased,yes
3726,chr15:25333728:-,0.09003734,0.10855148,Decreased,yes
3731,chr3:138246718:+,0.42146075,0.5160723,Increased,yes
3737,chr3:138499884:-,0.19417895,0.3620854,Decreased,yes
3739,chr3:140980994:+,0.40401906,0.43399054,Decreased,yes
3742,chr3:141746400:+,0.43402925,0.6425387,Decreased,yes
3743,chr3:141944429:-,0.5830962,0.6633855,Increased,yes
3747,chr3:142306790:-,0.5693423,0.63448375,Decreased,yes
3748,chr3:167683301:-,0.47505748,0.52519584,Increased,yes
3751,chr3:192143652:-,0.31778428,0.37501973,Decreased,yes
3755,chrY:12860838:+,0.9195095,0.9247169,Increased,yes
3756,chr3:62333643:+,0.29498023,0.54110163,Increased,yes
3763,chr3:180982749:+,0.64136446,0.70075876,Increased,yes
