gene_id,gene_name,gene_type,seqnames,strand,lc_gene_padj,PAS_ID_down,PAS_ID_up,PAS_cluster_ID_down,PAS_cluster_ID_up,Feature_down,Feature_up,Scramble-7d_usage_down,Scramble-7d_usage_up,TDP43KD-7d_usage_down,TDP43KD-7d_usage_up,delta_usage_down,delta_usage_up,APA_log2FC_down,APA_log2FC_up,fisher_PAS_padj_down,fisher_PAS_padj_up,polyA_site_up,polyA_site_down,APA_direction,fisher_APA_sig,leafcutter_APA_sig,delta_usage_plotting,APA_log2FC_plotting,lc_label,fisher_padj,fisher_label,NegLog10FisherPadj
ENSG00000013441,CLK1,protein_coding,chr2,-,0.26970690673474,chr2:200853082:-,chr2:200853009:-,chr2:200853064:200853091:-,chr2:200853001:200853013:-,three_prime_utr,three_prime_utr,0.930441886899687,0.0695581131003126,0.903796428568226,0.0962035714317742,-0.026645458331461,0.0266454583314616,-0.0414659934658288,0.416751317221623,0.275285570390047,0.275285570390047,200853009,200853082,longer,no,no,0.0266454583314616,0.416751317221623,no,0.275285570390047,no,0.560216552370622
ENSG00000013503,POLR3B,protein_coding,chr12,+,0.210941032014022,chr12:106510046:+,chr12:106510092:+,chr12:106510039:106510046:+,chr12:106510088:106510127:+,three_prime_utr,three_prime_utr,0.387505978000956,0.612494021999044,0.322295432014032,0.677704567985968,-0.065210545986924,0.065210545986924,-0.258510096136986,0.143728945930031,0.122942917865184,0.122942917865184,106510092,106510046,longer,no,no,0.065210545986924,0.143728945930031,no,0.122942917865184,no,0.910296483766727
ENSG00000013561,RNF14,protein_coding,chr5,+,0.089534685753997,chr5:141990292:+,chr5:141989174:+,chr5:141990288:141990295:+,chr5:141989166:141989194:+,three_prime_utr,three_prime_utr,0.113516900122688,0.792308564497062,0.0611897154641133,0.811251869715193,-0.0523271846585747,0.018943305218131,-0.794967711047347,0.0336675521262133,0.00268871211364995,0.23238318922654,141989174,141990292,shorter,no,no,-0.018943305218131,-0.0336675521262133,no,0.23238318922654,no,0.633795292332557
ENSG00000015153,YAF2,protein_coding,chr12,-,0.0116762466064527,chr12:42160041:-,chr12:42159034:-,chr12:42160037:42160051:-,chr12:42159031:42159069:-,three_prime_utr,three_prime_utr,0.17481300098307,0.24202240480565,0.0960672624073771,0.294291949166206,-0.0787457385756929,0.052269544360556,-0.80108681108932,0.271904169018316,2.87637396326471e-08,0.0426822427400836,42159034,42160041,longer,longer,longer,0.052269544360556,0.271904169018316,no,2.87637396326471e-08,no,7.54115465110411
ENSG00000015475,BID,protein_coding,chr22,-,0.561811736128857,chr22:17735373:-,chr22:17734141:-,chr22:17735361:17735395:-,chr22:17734130:17734144:-,three_prime_utr,three_prime_utr,0.443754804607309,0.556245195392691,0.412184896491995,0.587815103508006,-0.031569908115314,0.031569908115315,-0.104037951515272,0.0782724425648812,0.26218085202774,0.26218085202774,17734141,17735373,longer,no,no,0.031569908115315,0.0782724425648812,no,0.26218085202774,no,0.581399029512268
ENSG00000015592,STMN4,protein_coding,chr8,-,0.216600868302051,chr8:27236303:-,chr8:27235325:-,chr8:27236274:27236328:-,chr8:27235304:27235332:-,three_prime_utr,three_prime_utr,0.836547523481225,0.163452476518775,0.80961463875681,0.19038536124319,-0.026932884724415,0.026932884724415,-0.0466453085162273,0.20823667987132,9.64673261374601e-11,0.000864205865475616,27235325,27236303,longer,no,no,0.026932884724415,0.20823667987132,no,0.000864205865475616,no,3.06338279040265
ENSG00000015676,NUDCD3,protein_coding,chr7,-,9.66645477355574e-05,chr7:44379120:-,chr7:44383591:-,chr7:44379109:44379122:-,chr7:44383581:44383600:-,three_prime_utr,three_prime_utr,0.0808677771005975,0.814005020197911,0.0262907146329606,0.921090584994328,-0.0545770624676369,0.107085564796417,-1.32416832012494,0.176268406197107,7.18402840260521e-11,8.29756711074586e-16,44383591,44379120,shorter,shorter,shorter,-0.107085564796417,-0.176268406197107,no,8.29756711074586e-16,no,15.0810492263302
ENSG00000017260,ATP2C1,protein_coding,chr3,+,0.0259750416565157,chr3:131001776:+,chr3:131001992:+,chr3:131001769:131001781:+,chr3:131001964:131002001:+,three_prime_utr,three_prime_utr,0.110201980563643,0.276765597413682,0.061520133593321,0.313742103742445,-0.048681846970322,0.036976506328763,-0.749039331014559,0.174973047330214,1.25508194839171e-05,0.00369811504861752,131001992,131001776,longer,no,no,0.036976506328763,0.174973047330214,no,0.00369811504861752,no,2.43201958203501
ENSG00000018189,RUFY3,protein_coding,chr4,+,3.12076573251424e-07,chr4:70791546:+,chr4:70808618:+,chr4:70791530:70791593:+,chr4:70808606:70808620:+,three_prime_utr,three_prime_utr,0.167933078430613,0.0434872482648052,0.0638392383542643,0.190891110239882,-0.104093840076349,0.147403861975077,-1.26887516109829,1.90914683486745,9.36195937558331e-53,1.34364534317927e-76,70808618,70791546,longer,longer,longer,0.147403861975077,1.90914683486745,no,1.34364534317927e-76,no,75.8717153487123
ENSG00000018236,CNTN1,protein_coding,chr12,+,0.0127588866443046,chr12:41071651:+,chr12:41072223:+,chr12:41071643:41071653:+,chr12:41072218:41072227:+,three_prime_utr,three_prime_utr,0.286329480329002,0.12441438057025,0.203923763260936,0.265608051066585,-0.082405717068066,0.141193670496335,-0.470105409830721,1.0359305369253,0.000108671190992117,1.04572054925054e-12,41072223,41071651,longer,longer,longer,0.141193670496335,1.0359305369253,no,1.04572054925054e-12,no,11.9805843576611
ENSG00000018510,AGPS,protein_coding,chr2,+,0.00678144475487439,chr2:177538986:+,chr2:177542053:+,chr2:177538984:177538993:+,chr2:177542019:177542053:+,three_prime_utr,three_prime_utr,0.121836093135903,0.0832995453488812,0.0405476312502357,0.14003759885044,-0.0812884618856673,0.0567380535015588,-1.38303000344739,0.685382123990772,2.78548220573857e-06,0.00469634797417368,177542053,177538986,longer,longer,longer,0.0567380535015588,0.685382123990772,no,2.78548220573857e-06,no,5.55509961156255
ENSG00000018699,TTC27,protein_coding,chr2,+,0.000679775050744959,chr2:32821049:+,chr2:32824450:+,chr2:32821044:32821052:+,chr2:32824449:32824455:+,three_prime_utr,3UTRext,1,0,0.884645761914364,0.115354238085636,-0.115354238085636,0.115354238085636,-0.174966832519481,3.64793886777856,2.6102752692864e-08,2.6102752692864e-08,32824450,32821049,longer,longer,longer,0.115354238085636,3.64793886777856,no,2.6102752692864e-08,no,7.58331369127154
ENSG00000018869,ZNF582,protein_coding,chr19,-,0.00329879591840785,chr19:56382751:-,chr19:56375848:-,chr19:56382748:56382756:-,chr19:56375840:56375849:-,three_prime_utr,three_prime_utr,0.243120863810519,0.756879136189481,0.0820030281234502,0.91799697187655,-0.161117835687069,0.161117835687069,-1.46007317741,0.275120877716066,4.47016159864485e-09,4.47016159864485e-09,56375848,56382751,longer,longer,longer,0.161117835687069,0.275120877716066,no,4.47016159864485e-09,no,8.349676776615
ENSG00000019485,PRDM11,protein_coding,chr11,+,0.237463200713473,chr11:45214743:+,chr11:45235108:+,chr11:45214729:45214743:+,chr11:45235097:45235122:+,intron,three_prime_utr,0.188281845183457,0.811718154816543,0.132922020981977,0.867077979018023,-0.05535982420148,0.05535982420148,-0.472324369964047,0.0940614734962593,0.230549640202025,0.230549640202025,45235108,45214743,longer,no,no,0.05535982420148,0.0940614734962593,no,0.230549640202025,no,0.63723555120817
ENSG00000019995,ZRANB1,protein_coding,chr10,+,0.0568274393233246,chr10:124987912:+,chr10:124988187:+,chr10:124987906:124987929:+,chr10:124988182:124988191:+,three_prime_utr,three_prime_utr,0.0850454674623473,0.292216741769171,0.0821278354032466,0.30879168266635,-0.0029176320591007,0.016574940897179,-0.0449807126513126,0.0770304065752686,0.861481318027719,0.0215069794474066,124988187,124987912,longer,no,no,0.016574940897179,0.0770304065752686,no,0.861481318027719,no,0.0647541361677182
ENSG00000020256,ZFP64,protein_coding,chr20,-,0.000100168572258155,chr20:52084011:-,chr20:52151279:-,chr20:52084005:52084016:-,chr20:52151267:52151285:-,three_prime_utr,three_prime_utr,0.444561346586924,0.426339703268722,0.257153345551851,0.53859474036044,-0.187408001035073,0.112255037091718,-0.766806926375875,0.330289037560098,1.0162138524795e-12,0.000261210084815456,52151279,52084011,shorter,shorter,shorter,-0.112255037091718,-0.330289037560098,no,1.0162138524795e-12,no,11.9930148893171
ENSG00000021762,OSBPL5,protein_coding,chr11,-,0.031116478058355,chr11:3087384:-,chr11:3087120:-,chr11:3087339:3087391:-,chr11:3087106:3087125:-,three_prime_utr,three_prime_utr,0.460287011667708,0.539712988332292,0.358557317251754,0.641442682748246,-0.101729694415954,0.101729694415954,-0.351652486922007,0.244959681679366,2.21336449180531e-08,2.21336449180531e-08,3087120,3087384,longer,longer,longer,0.101729694415954,0.244959681679366,no,2.21336449180531e-08,no,7.65494706156074
ENSG00000021776,AQR,protein_coding,chr15,-,0.00567818695988424,chr15:34851923:-,chr15:34853787:-,chr15:34851906:34851928:-,chr15:34853777:34853789:-,three_prime_utr,three_prime_utr,0.388690534601555,0.0539210188761241,0.208571372705936,0.115601416469566,-0.180119161895619,0.0616803975934419,-0.867164897402189,0.974490424751534,9.01139769534866e-06,5.44322554242626e-05,34853787,34851923,shorter,shorter,shorter,-0.0616803975934419,-0.974490424751534,no,9.01139769534866e-06,no,5.04520784339383
ENSG00000022567,SLC45A4,protein_coding,chr8,-,0.00108158764164667,chr8:141210721:-,chr8:141207174:-,chr8:141210714:141210721:-,chr8:141207166:141207178:-,three_prime_utr,three_prime_utr,0.201917301917302,0.798082698082698,0.0523783490434737,0.947621650956526,-0.149538952873828,0.149538952873828,-1.76438410609302,0.244952826697934,5.92946838193978e-11,0.0001076939253588,141207174,141210721,longer,longer,longer,0.149538952873828,0.244952826697934,no,5.92946838193978e-11,no,10.2269842424097
ENSG00000022840,RNF10,protein_coding,chr12,+,0.865849125293465,chr12:120577166:+,chr12:120576886:+,chr12:120577162:120577172:+,chr12:120576844:120576914:+,three_prime_utr,three_prime_utr,0.0712514114066429,0.760120377139144,0.0635419841386491,0.768549430613005,-0.0077094272679938,0.00842905347386092,-0.14382477358922,0.0157046694754007,0.410920693732192,1,120576886,120577166,shorter,no,no,-0.00842905347386092,-0.0157046694754007,no,1,no,0
ENSG00000022976,ZNF839,protein_coding,chr14,+,0.142444082253346,chr14:102342367:+,chr14:102342613:+,chr14:102342350:102342377:+,chr14:102342607:102342613:+,three_prime_utr,three_prime_utr,0.936132914704343,0.0638670852956567,0.911528020847672,0.0884719791523283,-0.024604893856671,0.0246048938566716,-0.038014836113335,0.414781602826564,0.141269820258519,0.141269820258519,102342613,102342367,longer,no,no,0.0246048938566716,0.414781602826564,no,0.141269820258519,no,0.849950607402088
ENSG00000023041,ZDHHC6,protein_coding,chr10,-,5.39159590303529e-05,chr10:112445126:-,chr10:112430301:-,chr10:112445125:112445134:-,chr10:112430285:112430304:-,intron,three_prime_utr,0.115548878285474,0.640904709838626,0,0.769793430120214,-0.115548878285474,0.128888720281588,-3.65017723381766,0.260645646491928,1.01191830977585e-16,4.41299995258609e-05,112430301,112445126,longer,longer,longer,0.128888720281588,0.260645646491928,no,1.01191830977585e-16,no,15.9948545458416
ENSG00000023228,NDUFS1,protein_coding,chr2,-,1.4545980815002e-05,chr2:206123909:-,chr2:206114817:-,chr2:206123904:206123916:-,chr2:206114798:206114822:-,three_prime_utr,three_prime_utr,0.236849291012905,0.648012228107743,0.0700596788832083,0.904483642718937,-0.166789612129697,0.256471414611194,-1.62448276720842,0.474842970461284,1.00603438541127e-31,3.09700733580636e-55,206114817,206123909,longer,longer,longer,0.256471414611194,0.474842970461284,no,3.09700733580636e-55,no,54.5090577659392
ENSG00000023287,RB1CC1,protein_coding,chr8,-,0.00127226912145297,chr8:52622889:-,chr8:52622458:-,chr8:52622886:52622891:-,chr8:52622443:52622468:-,three_prime_utr,three_prime_utr,0.430683336583534,0.569316663416466,0.26867599399465,0.73132400600535,-0.162007342588884,0.162007342588884,-0.661153615869802,0.355752067206495,1.55945220881152e-08,1.55945220881152e-08,52622458,52622889,longer,longer,longer,0.162007342588884,0.355752067206495,no,1.55945220881152e-08,no,7.80702793015177
ENSG00000023318,ERP44,protein_coding,chr9,-,0.0990053635677835,chr9:99982490:-,chr9:99981314:-,chr9:99982480:99982496:-,chr9:99981309:99981321:-,three_prime_utr,three_prime_utr,0.259629279272516,0.157886645888345,0.217139411833094,0.295749484265711,-0.042489867439422,0.137862838377366,-0.247399113175532,0.86486258586489,0.0454090370424562,0.000832530225725145,99981314,99982490,longer,no,no,0.137862838377366,0.86486258586489,no,0.0454090370424562,no,1.34285770777932
ENSG00000023516,AKAP11,protein_coding,chr13,+,0.117105773120866,chr13:42323266:+,chr13:42324407:+,chr13:42323252:42323282:+,chr13:42324404:42324418:+,three_prime_utr,3UTRext_stringtie,0.947774653487844,0.0522253465121563,0.912698350607129,0.0873016493928714,-0.035076302880715,0.0350763028807151,-0.0538271788910633,0.644961901705701,3.99135136194166e-07,3.99135136194166e-07,42324407,42323266,longer,no,no,0.0350763028807151,0.644961901705701,no,3.99135136194166e-07,no,6.39888003923284
ENSG00000023902,PLEKHO1,protein_coding,chr1,+,0.00901851985426399,chr1:150159628:+,chr1:150160064:+,chr1:150159593:150159652:+,chr1:150160061:150160082:+,three_prime_utr,three_prime_utr,0.93841949554497,0.0615805044550299,0.900885557797766,0.0991144422022341,-0.0375339377472039,0.0375339377472042,-0.0582555113920759,0.608203450841621,2.30805185669594e-08,0.000410914487119458,150160064,150159628,longer,no,no,0.0375339377472042,0.608203450841621,no,0.000410914487119458,no,3.38624854706831
ENSG00000024048,UBR2,protein_coding,chr6,+,0.151576409603178,chr6:42691282:+,chr6:42693504:+,chr6:42691272:42691282:+,chr6:42693499:42693519:+,three_prime_utr,three_prime_utr,0.260580122103891,0.739419877896109,0.12766106442577,0.87233893557423,-0.132919057678121,0.132919057678121,-0.974935286724181,0.235558704379398,1.0718368764949e-14,1.0718368764949e-14,42693504,42691282,longer,longer,no,0.132919057678121,0.235558704379398,no,1.0718368764949e-14,no,13.9698713051551
ENSG00000025039,RRAGD,protein_coding,chr6,-,0.000127823254125184,chr6:89367874:-,chr6:89361102:-,chr6:89367855:89367874:-,chr6:89361100:89361110:-,three_prime_utr,3UTRext_stringtie,0.170685918373577,0.0327577493547151,0.081323272889538,0.131207658918502,-0.089362645484039,0.0984499095637869,-0.984429605553874,1.72356051978032,9.24157985835338e-08,3.91912377551826e-08,89361102,89367874,longer,longer,longer,0.0984499095637869,1.72356051978032,no,3.91912377551826e-08,no,7.40681102022292
ENSG00000025293,PHF20,protein_coding,chr20,+,0.0235933445823028,chr20:35949426:+,chr20:35950369:+,chr20:35949419:35949447:+,chr20:35950363:35950384:+,three_prime_utr,three_prime_utr,0.220204220054007,0.66189659432013,0.166300971199239,0.74095374105344,-0.053903248854768,0.07905714673331,-0.384873858749598,0.160484822469241,0.0107715402728732,0.000166966535822548,35950369,35949426,longer,longer,longer,0.07905714673331,0.160484822469241,no,0.000166966535822548,no,3.77737056336695
ENSG00000025770,NCAPH2,protein_coding,chr22,+,0.00254357679193372,chr22:50524779:+,chr22:50523471:+,chr22:50524772:50524781:+,chr22:50523465:50523482:+,three_prime_utr,three_prime_utr,0.169415845513257,0.830584154486743,0.030218403150734,0.969781596849266,-0.139197442362523,0.139197442362523,-2.15737960424486,0.221067932779199,1.85056629668519e-10,1.85056629668519e-10,50523471,50524779,shorter,shorter,shorter,-0.139197442362523,-0.221067932779199,no,1.85056629668519e-10,no,9.73269535165571
ENSG00000025772,TOMM34,protein_coding,chr20,-,0.00260906702237353,chr20:44942218:-,chr20:44942130:-,chr20:44942214:44942226:-,chr20:44942125:44942142:-,three_prime_utr,three_prime_utr,0.870610642128788,0.129389357871212,0.750236631064121,0.249763368935879,-0.120374011064667,0.120374011064667,-0.212055737911187,0.898077582311112,3.76564872652465e-08,3.76564872652465e-08,44942130,44942218,longer,longer,longer,0.120374011064667,0.898077582311112,no,3.76564872652465e-08,no,7.42416019500636
ENSG00000025796,SEC63,protein_coding,chr6,-,0.00666750345573389,chr6:107871435:-,chr6:107867757:-,chr6:107871428:107871445:-,chr6:107867749:107867764:-,three_prime_utr,three_prime_utr,0.280798356169895,0.280431023664488,0.129853948267938,0.572027089294133,-0.150944407901957,0.291596065629645,-1.05609813034832,1.0028907327018,1.65751713413364e-18,1.28051856895244e-48,107867757,107871435,longer,longer,longer,0.291596065629645,1.0028907327018,no,1.28051856895244e-48,no,47.8926141193938
ENSG00000025800,KPNA6,protein_coding,chr1,+,0.00101164997439192,chr1:32171437:+,chr1:32176563:+,chr1:32171415:32171438:+,chr1:32176550:32176567:+,three_prime_utr,three_prime_utr,0.163599882898129,0.785644667223615,0.013115054417328,0.909554082633601,-0.150484828480801,0.123909415409986,-2.90886131053735,0.208810156908105,1.5103321669782e-21,0.000140153681862487,32176563,32171437,longer,longer,longer,0.123909415409986,0.208810156908105,no,1.5103321669782e-21,no,20.8209275279246
ENSG00000026652,AGPAT4,protein_coding,chr6,-,0.000938072195506503,chr6:161136074:-,chr6:161130030:-,chr6:161136070:161136134:-,chr6:161129970:161130044:-,three_prime_utr,three_prime_utr,0.595976477791396,0.404023522208604,0.335488895077681,0.664511104922319,-0.260487582713715,0.260487582713715,-0.810622454301487,0.704129460513701,7.47350073319401e-78,1.37044269899404e-65,161130030,161136074,longer,longer,longer,0.260487582713715,0.704129460513701,no,7.47350073319401e-78,no,77.1264759185363
ENSG00000027847,B4GALT7,protein_coding,chr5,+,0.344685294743702,chr5:177610273:+,chr5:177610329:+,chr5:177610263:177610278:+,chr5:177610321:177610343:+,three_prime_utr,three_prime_utr,0.616619541610322,0.383380458389679,0.552588411251025,0.447411588748975,-0.064031130359297,0.064031130359296,-0.155509927051876,0.217567625684347,0.0509248587854349,0.0509248587854349,177610329,177610273,longer,no,no,0.064031130359296,0.217567625684347,no,0.0509248587854349,no,1.29307016662414
ENSG00000028203,VEZT,protein_coding,chr12,+,0.00158315853192241,chr12:95300915:+,chr12:95305319:+,chr12:95300912:95300924:+,chr12:95305308:95305343:+,three_prime_utr,3UTRext_stringtie,0.150679947054204,0.0870487970878928,0.0334117211042528,0.172968376735843,-0.117268225949951,0.0859195796479502,-1.88803336508252,0.914812086378302,1.35022614021617e-09,1.64133794824704e-11,95305319,95300915,longer,longer,longer,0.0859195796479502,0.914812086378302,no,1.64133794824704e-11,no,10.7848019893625
ENSG00000028528,SNX1,protein_coding,chr15,+,0.115214079730698,chr15:64138003:+,chr15:64144232:+,chr15:64137996:64138019:+,chr15:64144218:64144242:+,three_prime_utr,three_prime_utr,0.815908952535732,0.184091047464268,0.687479067573888,0.312520932426113,-0.128429884961844,0.128429884961845,-0.243832828918458,0.732659223503021,2.94130558024735e-07,2.94130558024735e-07,64144232,64138003,longer,longer,no,0.128429884961845,0.732659223503021,no,2.94130558024735e-07,no,6.53145985311243
ENSG00000028839,TBPL1,protein_coding,chr6,+,7.27533530357242e-06,chr6:133987489:+,chr6:133990428:+,chr6:133987483:133987506:+,chr6:133990419:133990435:+,three_prime_utr,three_prime_utr,0.491970291653405,0.00863917139250923,0.24544766660078,0.0829142870874354,-0.246522625052625,0.0742751156949262,-0.974574225566299,2.31756272539613,1.48596992606861e-60,7.45720312588489e-27,133990428,133987489,longer,longer,longer,0.0742751156949262,2.31756272539613,no,1.48596992606861e-60,no,59.8279899799931
ENSG00000029363,BCLAF1,protein_coding,chr6,-,3.58590669481013e-05,chr6:136258590:-,chr6:136256868:-,chr6:136258568:136258594:-,chr6:136256858:136256873:-,three_prime_utr,three_prime_utr,0.870216866443598,0.0629778697026727,0.75221727227649,0.135367917069771,-0.117999594167108,0.0723900473670983,-0.207656715664003,0.994177956369028,1.43214529238742e-11,2.54757654061795e-14,136256868,136258590,longer,longer,longer,0.0723900473670983,0.994177956369028,no,2.54757654061795e-14,no,13.5938727589727
ENSG00000029725,RABEP1,protein_coding,chr17,+,0.015944015004981,chr17:5383716:+,chr17:5385809:+,chr17:5383709:5383728:+,chr17:5385775:5385813:+,three_prime_utr,three_prime_utr,0.268668786831091,0.631876881606891,0.189015691583349,0.70116980248961,-0.079653095247742,0.069292920882719,-0.485669231991663,0.147897465546635,6.8877947065534e-09,0.000286076790945293,5385809,5383716,longer,longer,longer,0.069292920882719,0.147897465546635,no,6.8877947065534e-09,no,8.16191980568038
ENSG00000029993,HMGB3,protein_coding,chrX,+,0.0647234765335661,chrX:150988765:+,chrX:150990773:+,chrX:150988761:150988780:+,chrX:150990752:150990781:+,three_prime_utr,three_prime_utr,0.514447620840437,0.485552379159563,0.402902376383572,0.597097623616428,-0.111545244456865,0.111545244456865,-0.344997969254848,0.292890969786878,8.60323800998268e-06,1.98216178917053e-14,150990773,150988765,longer,longer,no,0.111545244456865,0.292890969786878,no,1.98216178917053e-14,no,13.7028609001654
ENSG00000030066,NUP160,protein_coding,chr11,-,0.00909544160410386,chr11:47839500:-,chr11:47778228:-,chr11:47839498:47839505:-,chr11:47778215:47778232:-,three_prime_utr,three_prime_utr,0.138383838383838,0.129292929292929,0.0260109902518686,0.195152408850275,-0.112372848131969,0.065859479557346,-2.04282478830706,0.558574067561304,7.66144131604535e-07,0.116641981385155,47778228,47839500,longer,no,longer,0.065859479557346,0.558574067561304,no,0.116641981385155,no,0.933145111648437
ENSG00000031003,FAM13B,protein_coding,chr5,-,0.0160461734058021,chr5:137938691:-,chr5:137936947:-,chr5:137938683:137938697:-,chr5:137936934:137936949:-,three_prime_utr,3UTRext_stringtie,0.249245834094622,0.0995477811406888,0.10832148476117,0.209010539986495,-0.140924349333452,0.109462758845806,-1.13160874471938,0.999440038638599,6.864179655395e-05,6.96151821212777e-09,137936947,137938691,longer,longer,longer,0.109462758845806,0.999440038638599,no,6.96151821212777e-09,no,8.15729603635977
ENSG00000031698,SARS1,protein_coding,chr1,+,0.0198259281489376,chr1:109238120:+,chr1:109220131:+,chr1:109238100:109238187:+,chr1:109220125:109220138:+,three_prime_utr,intron,0.792652182077611,0.0525808070612735,0.699372636131507,0.0956464073308986,-0.093279545946104,0.0430656002696251,-0.178231272000588,0.755451537787,6.90633178724092e-08,2.61587219326741e-10,109220131,109238120,shorter,no,shorter,-0.0430656002696251,-0.755451537787,no,6.90633178724092e-08,no,7.1607525615344
ENSG00000032219,ARID4A,protein_coding,chr14,+,0.0870090536580063,chr14:58359213:+,chr14:58373732:+,chr14:58359203:58359214:+,chr14:58373725:58373747:+,exon,three_prime_utr,0.630096240663219,0.183460901803059,0.509988852028281,0.267136661421909,-0.120107388634938,0.08367575961885,-0.299808141725777,0.518555543397861,0.00191882619976335,0.0112141051610935,58373732,58359213,longer,longer,no,0.08367575961885,0.518555543397861,no,0.00191882619976335,no,2.71696436028381
ENSG00000033011,ALG1,protein_coding,chr16,+,0.0593955664829785,chr16:5087376:+,chr16:5085586:+,chr16:5087370:5087377:+,chr16:5085569:5085605:+,three_prime_utr,three_prime_utr,0.198471092245411,0.372424144165389,0.14423740510697,0.439514936409346,-0.054233687138441,0.067090792243957,-0.434694660509758,0.233195444117559,0.0245823296047938,0.0518542693157089,5085586,5087376,shorter,shorter,no,-0.067090792243957,-0.233195444117559,no,0.0245823296047938,no,1.60937696251687
ENSG00000033030,ZCCHC8,protein_coding,chr12,-,0.404183464376353,chr12:122472900:-,chr12:122471599:-,chr12:122472888:122472900:-,chr12:122471594:122471607:-,three_prime_utr,three_prime_utr,0.596620046620047,0.403379953379953,0.49140682918031,0.50859317081969,-0.105213217439737,0.105213217439737,-0.274811528786579,0.327134780142955,0.326838790286337,0.326838790286337,122471599,122472900,longer,no,no,0.105213217439737,0.327134780142955,no,0.326838790286337,no,0.485666405604815
ENSG00000033050,ABCF2,protein_coding,chr7,-,0.000952790330285088,chr7:151213510:-,chr7:151211484:-,chr7:151213494:151213511:-,chr7:151211476:151211490:-,three_prime_utr,three_prime_utr,0.50861487924736,0.151136950723884,0.220764793014735,0.420680488613938,-0.287850086232625,0.269543537890054,-1.1682404644382,1.41833060569955,5.67781445673426e-31,6.35530679715608e-24,151211484,151213510,longer,longer,longer,0.269543537890054,1.41833060569955,no,5.67781445673426e-31,no,30.2458188037322
ENSG00000033100,CHPF2,protein_coding,chr7,+,0.0118131257517126,chr7:151238819:+,chr7:151240971:+,chr7:151238801:151238827:+,chr7:151240963:151240980:+,three_prime_utr,three_prime_utr,0.673969549136873,0.326030450863127,0.574264588387397,0.425735411612603,-0.099704960749476,0.099704960749476,-0.22731024479514,0.374860388818887,0.000818355238828574,0.000818355238828574,151240971,151238819,longer,longer,longer,0.099704960749476,0.374860388818887,no,0.000818355238828574,no,3.08705813303659
ENSG00000033122,LRRC7,protein_coding,chr1,+,0.351925095212039,chr1:70144361:+,chr1:70123486:+,chr1:70144349:70144361:+,chr1:70123479:70123486:+,three_prime_utr,three_prime_utr,0.679312354312354,0.0886363636363636,0.555459861775651,0.19699096225412,-0.123852492536703,0.108354598617756,-0.285733251932935,1.06937625848686,0.745240217870285,0.193301751684623,70123486,70144361,shorter,no,no,-0.108354598617756,-1.06937625848686,no,0.745240217870285,no,0.127703715869419
ENSG00000033170,FUT8,protein_coding,chr14,+,0.878385552431879,chr14:65744119:+,chr14:65743140:+,chr14:65744114:65744126:+,chr14:65743132:65743154:+,three_prime_utr,three_prime_utr,0.384673482545823,0.615326517454177,0.350979280811134,0.649020719188866,-0.033694201734689,0.033694201734689,-0.128743557332069,0.0757141262091569,0.927120248988505,0.927120248988505,65743140,65744119,shorter,no,no,-0.033694201734689,-0.0757141262091569,no,0.927120248988505,no,0.0328639335089209
ENSG00000033800,PIAS1,protein_coding,chr15,+,0.00624029318249284,chr15:68188384:+,chr15:68191462:+,chr15:68188381:68188406:+,chr15:68191455:68191481:+,three_prime_utr,three_prime_utr,0.0933449615700956,0.704666042712499,0.0404536453031274,0.840688364749951,-0.0528913162669682,0.136022322037452,-1.03443764032076,0.251361481452918,0.000119453050852828,1.6968708560929e-06,68191462,68188384,longer,longer,longer,0.136022322037452,0.251361481452918,no,1.6968708560929e-06,no,5.77035120931489
ENSG00000034053,APBA2,protein_coding,chr15,+,0.000658546977649077,chr15:29117710:+,chr15:29118311:+,chr15:29117706:29117731:+,chr15:29118299:29118317:+,three_prime_utr,three_prime_utr,0.429384973540553,0.570615026459447,0.226662676275816,0.773337323724184,-0.202722297264737,0.202722297264737,-0.892653333408685,0.432051790443999,3.85512986425706e-11,2.58467164183195e-24,29118311,29117710,longer,longer,longer,0.202722297264737,0.432051790443999,no,2.58467164183195e-24,no,23.5875946220858
ENSG00000035141,FAM136A,protein_coding,chr2,-,0.00346026112257082,chr2:70297271:-,chr2:70295976:-,chr2:70297208:70297272:-,chr2:70295972:70295983:-,three_prime_utr,three_prime_utr,0.457763991622259,0.542236008377741,0.21887248642763,0.78112751357237,-0.238891505194629,0.238891505194629,-1.03123676575586,0.518625284893606,1.88927359387643e-10,1.88927359387643e-10,70295976,70297271,longer,longer,longer,0.238891505194629,0.518625284893606,no,1.88927359387643e-10,no,9.72370514546252
ENSG00000035403,VCL,protein_coding,chr10,+,0.146290915616562,chr10:74118389:+,chr10:74120154:+,chr10:74118382:74118391:+,chr10:74120153:74120166:+,three_prime_utr,three_prime_utr,0.450198412698413,0.549801587301587,0.224348355895737,0.775651644104263,-0.225850056802676,0.225850056802676,-0.973601334053242,0.488974189393054,0.048214759903312,0.048214759903312,74120154,74118389,longer,longer,no,0.225850056802676,0.488974189393054,no,0.048214759903312,no,1.31681999156824
